NewEthpop_ETH,DC1117EW_C_SEX,DC1117EW_C_AGE,Rate
WBI,2,1,0.003509349
WBI,2,2,0.0016092220000000002
WBI,2,3,0.00017168400000000002
WBI,2,4,0.000135909
WBI,2,5,0.00010689799999999999
WBI,2,6,6.54e-05
WBI,2,7,5.13e-05
WBI,2,8,4.66e-05
WBI,2,9,5.2300000000000004e-05
WBI,2,10,5.47e-05
WBI,2,11,3.71e-05
WBI,2,12,4.57e-05
WBI,2,13,5.9699999999999994e-05
WBI,2,14,5.629999999999999e-05
WBI,2,15,5.9499999999999996e-05
WBI,2,16,0.000102934
WBI,2,17,0.000181137
WBI,2,18,0.00024451700000000003
WBI,2,19,0.000260163
WBI,2,20,0.000227595
WBI,2,21,0.000163569
WBI,2,22,0.000132314
WBI,2,23,0.00014134
WBI,2,24,0.000137484
WBI,2,25,0.00013263
WBI,2,26,0.00016936700000000002
WBI,2,27,0.000243782
WBI,2,28,0.000274741
WBI,2,29,0.000268248
WBI,2,30,0.000302843
WBI,2,31,0.000338772
WBI,2,32,0.00039681199999999997
WBI,2,33,0.000534204
WBI,2,34,0.000597815
WBI,2,35,0.00063945
WBI,2,36,0.000592566
WBI,2,37,0.00048679699999999997
WBI,2,38,0.00046009699999999997
WBI,2,39,0.000462201
WBI,2,40,0.000472841
WBI,2,41,0.000582874
WBI,2,42,0.000746233
WBI,2,43,0.0007718380000000001
WBI,2,44,0.000875274
WBI,2,45,0.0009174160000000001
WBI,2,46,0.001208001
WBI,2,47,0.00163446
WBI,2,48,0.0017672389999999999
WBI,2,49,0.001912225
WBI,2,50,0.002157492
WBI,2,51,0.002141877
WBI,2,52,0.00206162
WBI,2,53,0.002272255
WBI,2,54,0.002615928
WBI,2,55,0.003241672
WBI,2,56,0.004101942
WBI,2,57,0.0046421859999999995
WBI,2,58,0.005040799
WBI,2,59,0.00533161
WBI,2,60,0.005276037
WBI,2,61,0.005971712
WBI,2,62,0.007184701999999999
WBI,2,63,0.007691698
WBI,2,64,0.007828929
WBI,2,65,0.009265913
WBI,2,66,0.01047291
WBI,2,67,0.010625991999999999
WBI,2,68,0.011647639
WBI,2,69,0.013999445
WBI,2,70,0.017346083999999998
WBI,2,71,0.018258588
WBI,2,72,0.018149976
WBI,2,73,0.019949684
WBI,2,74,0.022482383999999998
WBI,2,75,0.025477383
WBI,2,76,0.026519648
WBI,2,77,0.02799745
WBI,2,78,0.031826718999999996
WBI,2,79,0.035150333
WBI,2,80,0.039597448
WBI,2,81,0.047201707999999995
WBI,2,82,0.052830418
WBI,2,83,0.05913034
WBI,2,84,0.066181516
WBI,2,85,0.07407353
WBI,2,86,0.082906652
WBI,2,87,0.092793105
WBI,2,88,0.103858499
WBI,2,89,0.116243419
WBI,2,90,0.130105216
WBI,2,91,0.145620005
WBI,2,92,0.162984901
WBI,2,93,0.182420528
WBI,2,94,0.204173813
WBI,2,95,0.228521136
WBI,2,96,0.255771827
WBI,2,97,0.28627211
WBI,2,98,0.320409491
WBI,2,99,0.358617687
WBI,2,100,0.401382135
WBI,2,101,0.44924615799999995
WBI,2,102,0.502817871
