PID,Area,DC1117EW_C_SEX,DC1117EW_C_AGE,Age,NewEthpop_ETH
1070,E02000001,1,38.0,37.08077155210857,WHO
1071,E02000001,1,38.0,37.73346334339472,WHO
1072,E02000001,1,38.0,37.019301583241,WHO
1073,E02000001,1,38.0,37.272093496109335,WHO
1074,E02000001,1,38.0,37.648053689112956,WHO
1075,E02000001,1,38.0,37.959641417019775,WHO
1076,E02000001,1,38.0,37.29860211914104,WHO
1077,E02000001,1,38.0,37.793094106817534,WHO
1078,E02000001,1,38.0,37.41946617303381,WHO
1079,E02000001,1,38.0,37.08412726085932,WHO
1080,E02000001,1,38.0,37.445796271289296,WHO
1081,E02000001,1,38.0,37.67289010702681,WHO
1082,E02000001,1,38.0,37.984595575423135,WHO
1083,E02000001,1,38.0,37.29301950092592,WHO
1084,E02000001,1,38.0,37.8536970242686,WHO
1085,E02000001,1,38.0,37.7438525782517,MIX
1086,E02000001,1,38.0,37.79819073843143,MIX
1087,E02000001,1,38.0,37.46663733108235,MIX
1088,E02000001,1,38.0,37.590608947540346,MIX
1089,E02000001,1,38.0,37.42291167291273,IND
1090,E02000001,1,38.0,37.46616869183501,IND
1091,E02000001,1,38.0,37.63653090469275,IND
1092,E02000001,1,38.0,37.33446183547053,PAK
1093,E02000001,1,38.0,37.113680254072335,BAN
1094,E02000001,1,38.0,37.246248341404154,BAN
1095,E02000001,1,38.0,37.11230403545986,BAN
1096,E02000001,1,38.0,37.793586709699476,CHI
1097,E02000001,1,38.0,37.070366683660836,CHI
1098,E02000001,1,38.0,37.525866014842535,CHI
1099,E02000001,1,38.0,37.96548191753604,OAS
1100,E02000001,1,38.0,37.10053680415519,OAS
1101,E02000001,1,38.0,37.77880086747855,BLA
1102,E02000001,1,38.0,37.02131970063889,BLC
1103,E02000001,1,38.0,37.23234218489923,OBL
1104,E02000001,1,38.0,37.978412306501895,OTH
1105,E02000001,1,38.0,37.459055088635104,OTH
1106,E02000001,1,38.0,37.30323651545618,OTH
1107,E02000001,1,39.0,38.50842125340117,WBI
1108,E02000001,1,39.0,38.87217963423824,WBI
1109,E02000001,1,39.0,38.072396714983725,WBI
1110,E02000001,1,39.0,38.96818697448277,WBI
1111,E02000001,1,39.0,38.99697449285533,WBI
1112,E02000001,1,39.0,38.27774010189374,WBI
1113,E02000001,1,39.0,38.36614527023382,WBI
1114,E02000001,1,39.0,38.54147057493328,WBI
1115,E02000001,1,39.0,38.20669801728096,WBI
1116,E02000001,1,39.0,38.808797068502926,WBI
1117,E02000001,1,39.0,38.76442528149914,WBI
1118,E02000001,1,39.0,38.90461587641458,WBI
1119,E02000001,1,39.0,38.673170768751085,WBI
1120,E02000001,1,39.0,38.59316416432432,WBI
1121,E02000001,1,39.0,38.467920238310924,WBI
1122,E02000001,1,39.0,38.04643158878134,WBI
1123,E02000001,1,39.0,38.036520186241255,WBI
1124,E02000001,1,39.0,38.75006531146896,WBI
1125,E02000001,1,39.0,38.98386290720438,WBI
1126,E02000001,1,39.0,38.19331437543478,WBI
1127,E02000001,1,39.0,38.70050860833993,WBI
1128,E02000001,1,39.0,38.786650086857755,WBI
1129,E02000001,1,39.0,38.14928350486437,WBI
1130,E02000001,1,39.0,38.03755770589038,WBI
1131,E02000001,1,39.0,38.08663633620716,WBI
1132,E02000001,1,39.0,38.131996422450854,WBI
1133,E02000001,1,39.0,38.95638837088296,WBI
1134,E02000001,1,39.0,38.45727367627286,WBI
1135,E02000001,1,39.0,38.29175755136238,WBI
1136,E02000001,1,39.0,38.474462545744146,WBI
1137,E02000001,1,39.0,38.32569133336686,WBI
1138,E02000001,1,39.0,38.43484617597544,WBI
1139,E02000001,1,39.0,38.0410056584134,WBI
1140,E02000001,1,39.0,38.84338398036995,WBI
1141,E02000001,1,39.0,38.89706399975468,WBI
1142,E02000001,1,39.0,38.97234431836743,WBI
1143,E02000001,1,39.0,38.49938339265743,WBI
1144,E02000001,1,39.0,38.701462709492034,WBI
1145,E02000001,1,39.0,38.03463821717,WBI
1146,E02000001,1,39.0,38.914263153184066,WBI
1147,E02000001,1,39.0,38.49078229794725,WBI
1148,E02000001,1,39.0,38.99708165680903,WBI
1149,E02000001,1,39.0,38.662347406011065,WBI
1150,E02000001,1,39.0,38.538575185069845,WBI
1151,E02000001,1,39.0,38.902943326478315,WBI
1152,E02000001,1,39.0,38.01062724718251,WBI
1153,E02000001,1,39.0,38.929275374449475,WBI
1154,E02000001,1,39.0,38.53703578224784,WBI
1155,E02000001,1,39.0,38.26782927751977,WBI
1156,E02000001,1,39.0,38.870173712615994,WBI
1157,E02000001,1,39.0,38.206955892052534,WBI
1158,E02000001,1,39.0,38.5462532837164,WBI
1159,E02000001,1,39.0,38.53513494924934,WBI
1160,E02000001,1,39.0,38.42671262139742,WBI
1161,E02000001,1,39.0,38.01785092319193,WBI
1162,E02000001,1,39.0,38.99016237433463,WBI
1163,E02000001,1,39.0,38.17324751777712,WBI
1164,E02000001,1,39.0,38.88511312477147,WBI
1165,E02000001,1,39.0,38.552954526548845,WBI
1166,E02000001,1,39.0,38.23124763770937,WBI
1167,E02000001,1,39.0,38.9134544256811,WBI
1168,E02000001,1,39.0,38.895463880982305,WBI
1169,E02000001,1,39.0,38.158170266349416,WBI
1170,E02000001,1,39.0,38.65761939512632,WBI
1171,E02000001,1,39.0,38.13741527634052,WHO
1172,E02000001,1,39.0,38.80736255197441,WHO
1173,E02000001,1,39.0,38.12650451419665,WHO
1174,E02000001,1,39.0,38.85129964790853,WHO
1175,E02000001,1,39.0,38.37763228507769,WHO
1176,E02000001,1,39.0,38.485873172529836,WHO
1177,E02000001,1,39.0,38.436605245154844,WHO
1178,E02000001,1,39.0,38.76313934022446,WHO
1179,E02000001,1,39.0,38.24899726125594,WHO
1180,E02000001,1,39.0,38.296923999801464,WHO
1181,E02000001,1,39.0,38.39536859885085,WHO
1182,E02000001,1,39.0,38.57820764486219,WHO
1183,E02000001,1,39.0,38.302765805087745,WHO
1184,E02000001,1,39.0,38.99779692162876,WHO
1185,E02000001,1,39.0,38.47500005785844,WHO
1186,E02000001,1,39.0,38.51675596584745,WHO
1187,E02000001,1,39.0,38.104545792352134,WHO
1188,E02000001,1,39.0,38.06469641747289,WHO
1189,E02000001,1,39.0,38.39837071464815,WHO
1190,E02000001,1,39.0,38.72882762019496,WHO
1191,E02000001,1,39.0,38.868623271988625,WHO
1192,E02000001,1,39.0,38.63284846314352,WHO
1193,E02000001,1,39.0,38.63976616838455,WHO
1194,E02000001,1,39.0,38.451426823767335,MIX
1195,E02000001,1,39.0,38.211093537389104,MIX
1196,E02000001,1,39.0,38.692115505897156,IND
1197,E02000001,1,39.0,38.05495712960592,IND
1198,E02000001,1,39.0,38.41230749995317,IND
1199,E02000001,1,39.0,38.2480450179141,PAK
1200,E02000001,1,39.0,38.93513014244382,BAN
1201,E02000001,1,39.0,38.3912656610143,BAN
1202,E02000001,1,39.0,38.76196395246497,BAN
1203,E02000001,1,39.0,38.81455126431405,BAN
1204,E02000001,1,39.0,38.0136736607452,CHI
1205,E02000001,1,39.0,38.66085938288041,CHI
1206,E02000001,1,39.0,38.12859420354736,OAS
1207,E02000001,1,39.0,38.226576613190275,BLA
1208,E02000001,1,39.0,38.68497798974475,BLA
1209,E02000001,1,39.0,38.30590012487971,BLC
1210,E02000001,1,39.0,38.59810105373449,OBL
1211,E02000001,1,39.0,38.207487964013026,OTH
1212,E02000001,1,40.0,39.880603129493906,WBI
1213,E02000001,1,40.0,39.35900271432605,WBI
1214,E02000001,1,40.0,39.88059482260711,WBI
1215,E02000001,1,40.0,39.60483599228867,WBI
1216,E02000001,1,40.0,39.70882423964248,WBI
1217,E02000001,1,40.0,39.06947273354845,WBI
1218,E02000001,1,40.0,39.917200035318714,WBI
1219,E02000001,1,40.0,39.411372468586436,WBI
1220,E02000001,1,40.0,39.084057506547786,WBI
1221,E02000001,1,40.0,39.785620091465816,WBI
1222,E02000001,1,40.0,39.02572615538299,WBI
1223,E02000001,1,40.0,39.82964456858705,WBI
1224,E02000001,1,40.0,39.10008670192548,WBI
1225,E02000001,1,40.0,39.3364062270561,WBI
1226,E02000001,1,40.0,39.98772609482004,WBI
1227,E02000001,1,40.0,39.55737885439094,WBI
1228,E02000001,1,40.0,39.56001498417224,WBI
1229,E02000001,1,40.0,39.49842575719713,WBI
1230,E02000001,1,40.0,39.290255120198964,WBI
1231,E02000001,1,40.0,39.71332983784285,WBI
1232,E02000001,1,40.0,39.23450920014821,WBI
1233,E02000001,1,40.0,39.20987493821819,WBI
1234,E02000001,1,40.0,39.526951374273494,WBI
1235,E02000001,1,40.0,39.33371798781307,WBI
1236,E02000001,1,40.0,39.066149185574794,WBI
1237,E02000001,1,40.0,39.83225075061473,WBI
1238,E02000001,1,40.0,39.12573056840742,WBI
1239,E02000001,1,40.0,39.7057166283893,WBI
1240,E02000001,1,40.0,39.635771667380894,WBI
1241,E02000001,1,40.0,39.020647559943626,WBI
1242,E02000001,1,40.0,39.62172577976881,WBI
1243,E02000001,1,40.0,39.33273420011111,WBI
1244,E02000001,1,40.0,39.768822684679876,WBI
1245,E02000001,1,40.0,39.43548250407086,WBI
1246,E02000001,1,40.0,39.14715922284026,WBI
1247,E02000001,1,40.0,39.27429122373631,WBI
1248,E02000001,1,40.0,39.3489494774046,WBI
1249,E02000001,1,40.0,39.01954854469403,WBI
1250,E02000001,1,40.0,39.21212499245763,WBI
1251,E02000001,1,40.0,39.83284124732644,WBI
1252,E02000001,1,40.0,39.06761295506327,WBI
1253,E02000001,1,40.0,39.90454121207544,WBI
1254,E02000001,1,40.0,39.21243885197,WBI
1255,E02000001,1,40.0,39.231628085714334,WBI
1256,E02000001,1,40.0,39.298776844984445,WBI
1257,E02000001,1,40.0,39.21205194260361,WBI
1258,E02000001,1,40.0,39.11201273573589,WBI
1259,E02000001,1,40.0,39.4627210827863,WBI
1260,E02000001,1,40.0,39.84253567694589,WBI
1261,E02000001,1,40.0,39.90448701094354,WBI
1262,E02000001,1,40.0,39.439967290500526,WBI
1263,E02000001,1,40.0,39.548816050689915,WBI
1264,E02000001,1,40.0,39.10712194450116,WBI
1265,E02000001,1,40.0,39.12188629244749,WBI
1266,E02000001,1,40.0,39.29720314808523,WBI
1267,E02000001,1,40.0,39.12375406538844,WBI
1268,E02000001,1,40.0,39.788849794738034,WBI
1269,E02000001,1,40.0,39.295209285286084,WBI
1270,E02000001,1,40.0,39.30949329829414,WBI
1271,E02000001,1,40.0,39.65837404458384,WBI
1272,E02000001,1,40.0,39.42092068493011,WBI
1273,E02000001,1,40.0,39.32665156600311,WBI
1274,E02000001,1,40.0,39.43066738213527,WBI
1275,E02000001,1,40.0,39.4684129532354,WBI
1276,E02000001,1,40.0,39.77584996052593,WBI
1277,E02000001,1,40.0,39.65366304516593,WBI
1278,E02000001,1,40.0,39.06576453418248,WBI
1279,E02000001,1,40.0,39.35411075633063,WBI
1280,E02000001,1,40.0,39.51557414071265,WBI
1281,E02000001,1,40.0,39.28969787335675,WBI
1282,E02000001,1,40.0,39.11889825128857,WBI
1283,E02000001,1,40.0,39.968638624962274,WBI
1284,E02000001,1,40.0,39.99088743654632,WBI
1285,E02000001,1,40.0,39.68679103029058,WBI
1286,E02000001,1,40.0,39.04220482889303,WHO
1287,E02000001,1,40.0,39.65494907447122,WHO
1288,E02000001,1,40.0,39.915598978418544,WHO
1289,E02000001,1,40.0,39.569000603831626,WHO
1290,E02000001,1,40.0,39.61506734254634,WHO
1291,E02000001,1,40.0,39.2983840831094,WHO
1292,E02000001,1,40.0,39.5783631589112,WHO
1293,E02000001,1,40.0,39.802185219189525,WHO
1294,E02000001,1,40.0,39.650004715856156,WHO
1295,E02000001,1,40.0,39.506949157280665,WHO
1296,E02000001,1,40.0,39.33924952325536,WHO
1297,E02000001,1,40.0,39.1376770659687,WHO
1298,E02000001,1,40.0,39.105608009407405,WHO
1299,E02000001,1,40.0,39.57430401179427,WHO
1300,E02000001,1,40.0,39.31042723447746,WHO
1301,E02000001,1,40.0,39.04407645734976,WHO
1302,E02000001,1,40.0,39.28677754279653,WHO
1303,E02000001,1,40.0,39.378651243168235,WHO
1304,E02000001,1,40.0,39.42501049037715,WHO
1305,E02000001,1,40.0,39.723913470171226,WHO
1306,E02000001,1,40.0,39.18193563485883,WHO
1307,E02000001,1,40.0,39.94628037705975,WHO
1308,E02000001,1,40.0,39.138949836269795,WHO
1309,E02000001,1,40.0,39.79400409530243,WHO
1310,E02000001,1,40.0,39.87278815255533,WHO
1311,E02000001,1,40.0,39.32436553442129,WHO
1312,E02000001,1,40.0,39.27756656597769,MIX
1313,E02000001,1,40.0,39.38751272185084,MIX
1314,E02000001,1,40.0,39.93649592966413,MIX
1315,E02000001,1,40.0,39.565699526993754,IND
1316,E02000001,1,40.0,39.407181683668426,IND
1317,E02000001,1,40.0,39.84863986537344,IND
1318,E02000001,1,40.0,39.870330305724934,IND
1319,E02000001,1,40.0,39.96199030747117,BAN
1320,E02000001,1,40.0,39.943884980486544,BAN
1321,E02000001,1,40.0,39.068300439047064,CHI
1322,E02000001,1,40.0,39.0420945609477,CHI
1323,E02000001,1,40.0,39.44052130366558,OAS
1324,E02000001,1,40.0,39.033441702921934,OAS
1326,E02000001,1,40.0,39.851546164056586,BLA
1328,E02000001,1,40.0,39.45809854781086,BLC
1330,E02000001,1,40.0,39.12358294626897,OTH
1332,E02000001,1,41.0,40.61795758234647,WBI
1334,E02000001,1,41.0,40.12034648700436,WBI
1335,E02000001,1,41.0,40.00869778823454,WBI
1337,E02000001,1,41.0,40.49533130772927,WBI
1338,E02000001,1,41.0,40.10762315482563,WBI
1340,E02000001,1,41.0,40.163471837292334,WBI
1341,E02000001,1,41.0,40.76094776591938,WBI
1343,E02000001,1,41.0,40.34281619166839,WBI
1344,E02000001,1,41.0,40.8455892655392,WBI
1346,E02000001,1,41.0,40.99459264919055,WBI
1347,E02000001,1,41.0,40.470645382380596,WBI
1348,E02000001,1,41.0,40.60775112820399,WBI
1349,E02000001,1,41.0,40.51226789772899,WBI
1350,E02000001,1,41.0,40.014048823946055,WBI
1351,E02000001,1,41.0,40.27312864675979,WBI
1352,E02000001,1,41.0,40.6036230443932,WBI
1353,E02000001,1,41.0,40.975810645746805,WBI
1354,E02000001,1,41.0,40.91066893303264,WBI
1355,E02000001,1,41.0,40.18788717667125,WBI
1356,E02000001,1,41.0,40.37012246317576,WBI
1357,E02000001,1,41.0,40.01716127400247,WBI
1358,E02000001,1,41.0,40.01024150399547,WBI
1359,E02000001,1,41.0,40.35096821687501,WBI
1360,E02000001,1,41.0,40.64854376114387,WBI
1361,E02000001,1,41.0,40.15204661264217,WBI
1362,E02000001,1,41.0,40.96644463647743,WBI
1363,E02000001,1,41.0,40.189072618808495,WBI
1364,E02000001,1,41.0,40.74659382744434,WBI
1365,E02000001,1,41.0,40.55187678937968,WBI
1366,E02000001,1,41.0,40.6278372616717,WBI
1367,E02000001,1,41.0,40.392825476291705,WBI
1368,E02000001,1,41.0,40.99614797210505,WBI
1369,E02000001,1,41.0,40.568942173394255,WBI
1370,E02000001,1,41.0,40.61477648819957,WBI
1371,E02000001,1,41.0,40.51695009243508,WBI
1372,E02000001,1,41.0,40.04108103082817,WBI
1373,E02000001,1,41.0,40.05856911356503,WBI
1374,E02000001,1,41.0,40.951766199459385,WBI
1375,E02000001,1,41.0,40.32291619720512,WBI
1376,E02000001,1,41.0,40.838946442967625,WBI
1377,E02000001,1,41.0,40.93331927986946,WBI
1378,E02000001,1,41.0,40.24961132798932,WBI
1379,E02000001,1,41.0,40.78779955893988,WBI
1380,E02000001,1,41.0,40.95725841986042,WBI
1381,E02000001,1,41.0,40.63543266659194,WBI
1382,E02000001,1,41.0,40.26356830174637,WBI
1383,E02000001,1,41.0,40.35344800874209,WBI
1384,E02000001,1,41.0,40.84291092748627,WBI
1385,E02000001,1,41.0,40.68055014781649,WBI
1386,E02000001,1,41.0,40.96077858137408,WBI
1387,E02000001,1,41.0,40.55589515491087,WBI
1388,E02000001,1,41.0,40.693140553953704,WBI
1389,E02000001,1,41.0,40.869631778369346,WBI
1390,E02000001,1,41.0,40.14694336170869,WBI
1391,E02000001,1,41.0,40.52820063558083,WBI
1392,E02000001,1,41.0,40.124296031135444,WBI
1393,E02000001,1,41.0,40.10220608112519,WBI
1394,E02000001,1,41.0,40.33090858734914,WHO
1395,E02000001,1,41.0,40.53599091573575,WHO
1396,E02000001,1,41.0,40.9095483382375,WHO
1397,E02000001,1,41.0,40.23644599628545,WHO
1398,E02000001,1,41.0,40.96700866960316,WHO
1399,E02000001,1,41.0,40.24433554398743,WHO
1400,E02000001,1,41.0,40.187262844065394,WHO
1401,E02000001,1,41.0,40.52249165559067,WHO
1402,E02000001,1,41.0,40.91402293700201,WHO
1403,E02000001,1,41.0,40.75316708353722,WHO
1404,E02000001,1,41.0,40.94011158559546,WHO
1405,E02000001,1,41.0,40.552331827489496,WHO
1406,E02000001,1,41.0,40.20233779943148,WHO
1407,E02000001,1,41.0,40.98945605559349,WHO
1408,E02000001,1,41.0,40.305623925294576,WHO
1409,E02000001,1,41.0,40.56342990323902,WHO
1410,E02000001,1,41.0,40.451665180810565,WHO
1411,E02000001,1,41.0,40.82617930784329,WHO
1412,E02000001,1,41.0,40.4538175059177,WHO
1413,E02000001,1,41.0,40.891127553185726,MIX
1414,E02000001,1,41.0,40.21006776325932,MIX
1415,E02000001,1,41.0,40.65983569689793,MIX
1416,E02000001,1,41.0,40.052587713255065,MIX
1417,E02000001,1,41.0,40.62030086863052,IND
1418,E02000001,1,41.0,40.88477790551476,IND
1419,E02000001,1,41.0,40.468145161612284,BAN
1420,E02000001,1,41.0,40.39724081057899,BAN
1421,E02000001,1,41.0,40.64609723998154,BAN
1422,E02000001,1,41.0,40.704539548377596,BAN
1423,E02000001,1,41.0,40.46361001365792,CHI
1424,E02000001,1,41.0,40.286451901557136,CHI
1425,E02000001,1,41.0,40.50958858638241,CHI
1426,E02000001,1,41.0,40.39643830004809,CHI
1427,E02000001,1,41.0,40.61891184144024,OAS
1428,E02000001,1,41.0,40.31453210541698,BLA
1429,E02000001,1,41.0,40.49371648155504,BLA
1430,E02000001,1,41.0,40.389259374359455,OTH
1431,E02000001,1,41.0,40.32814899745119,OTH
1432,E02000001,1,42.0,41.67297288138204,WBI
1433,E02000001,1,42.0,41.36881883751313,WBI
1434,E02000001,1,42.0,41.003393757968695,WBI
1435,E02000001,1,42.0,41.090271965358866,WBI
1436,E02000001,1,42.0,41.53120939288636,WBI
1437,E02000001,1,42.0,41.51088676141436,WBI
1438,E02000001,1,42.0,41.49592334996824,WBI
1439,E02000001,1,42.0,41.63741065628984,WBI
1440,E02000001,1,42.0,41.09508467344058,WBI
1441,E02000001,1,42.0,41.34650506294156,WBI
1442,E02000001,1,42.0,41.59465605686219,WBI
1443,E02000001,1,42.0,41.01400749647005,WBI
1444,E02000001,1,42.0,41.809212168887775,WBI
1445,E02000001,1,42.0,41.54158129100657,WBI
1446,E02000001,1,42.0,41.93343977303406,WBI
1447,E02000001,1,42.0,41.1230165336984,WBI
1448,E02000001,1,42.0,41.22859694483902,WBI
1449,E02000001,1,42.0,41.37986114332981,WBI
1450,E02000001,1,42.0,41.072696043019704,WBI
1451,E02000001,1,42.0,41.639639603254174,WBI
1452,E02000001,1,42.0,41.75692469126929,WBI
1453,E02000001,1,42.0,41.01882864727067,WBI
1454,E02000001,1,42.0,41.49072259720415,WBI
1455,E02000001,1,42.0,41.70656243339973,WBI
1456,E02000001,1,42.0,41.18857224998507,WBI
1457,E02000001,1,42.0,41.95013515206126,WBI
1458,E02000001,1,42.0,41.91054191232167,WBI
1459,E02000001,1,42.0,41.5923890207401,WBI
1460,E02000001,1,42.0,41.10038139464195,WBI
1461,E02000001,1,42.0,41.08253841841431,WBI
1462,E02000001,1,42.0,41.01068786635041,WBI
1463,E02000001,1,42.0,41.19332694373891,WBI
1464,E02000001,1,42.0,41.080010525651716,WBI
1465,E02000001,1,42.0,41.55999073411296,WBI
1466,E02000001,1,42.0,41.76185224602582,WBI
1467,E02000001,1,42.0,41.41115465767979,WBI
1468,E02000001,1,42.0,41.57603754808999,WBI
1469,E02000001,1,42.0,41.07198155565062,WBI
1470,E02000001,1,42.0,41.180223850090314,WBI
1471,E02000001,1,42.0,41.813234142543976,WBI
1472,E02000001,1,42.0,41.72499025586713,WBI
1474,E02000001,1,42.0,41.418979964799206,WBI
1475,E02000001,1,42.0,41.25520319927559,WBI
1477,E02000001,1,42.0,41.369051736602,WBI
1479,E02000001,1,42.0,41.21165590847361,WBI
1481,E02000001,1,42.0,41.30563799155175,WBI
1483,E02000001,1,42.0,41.66273793097123,WBI
1485,E02000001,1,42.0,41.94713643164953,WBI
1487,E02000001,1,42.0,41.309027010098596,WBI
1489,E02000001,1,42.0,41.20522993254427,WBI
1491,E02000001,1,42.0,41.0601377877767,WBI
1492,E02000001,1,42.0,41.70745644519568,WBI
1495,E02000001,1,42.0,41.68502217176354,WHO
1496,E02000001,1,42.0,41.752566093212444,WHO
1497,E02000001,1,42.0,41.67536495259346,WHO
1500,E02000001,1,42.0,41.664722821531754,WHO
1501,E02000001,1,42.0,41.51504422230523,WHO
1502,E02000001,1,42.0,41.77926776415714,WHO
1505,E02000001,1,42.0,41.25106881162609,WHO
1506,E02000001,1,42.0,41.50689797688196,WHO
1507,E02000001,1,42.0,41.927592388175036,WHO
1510,E02000001,1,42.0,41.71121933187767,WHO
1511,E02000001,1,42.0,41.79908189411646,WHO
1512,E02000001,1,42.0,41.229904391363725,WHO
1513,E02000001,1,42.0,41.06597054484868,WHO
1515,E02000001,1,42.0,41.7113870321045,MIX
1516,E02000001,1,42.0,41.286828948137504,IND
1517,E02000001,1,42.0,41.74506586330148,IND
1518,E02000001,1,42.0,41.71432707461698,BAN
1519,E02000001,1,42.0,41.49647358269091,BAN
1520,E02000001,1,42.0,41.37498504854495,BAN
1521,E02000001,1,42.0,41.08235068692853,CHI
1522,E02000001,1,42.0,41.02423563550796,OAS
1523,E02000001,1,42.0,41.69469175434038,OAS
1524,E02000001,1,42.0,41.052144171315085,OAS
1525,E02000001,1,42.0,41.78478776000853,BLA
1526,E02000001,1,42.0,41.49942856778861,OTH
1527,E02000001,1,42.0,41.416905222432725,OTH
1528,E02000001,1,42.0,41.08102168287388,OTH
1529,E02000001,1,43.0,42.003994149502844,WBI
1530,E02000001,1,43.0,42.60157311773838,WBI
1531,E02000001,1,43.0,42.55666690101382,WBI
1532,E02000001,1,43.0,42.499545418374154,WBI
1533,E02000001,1,43.0,42.04690745101355,WBI
1534,E02000001,1,43.0,42.15992923857507,WBI
1535,E02000001,1,43.0,42.26225994479337,WBI
1536,E02000001,1,43.0,42.668847905148404,WBI
1537,E02000001,1,43.0,42.997540180538465,WBI
1538,E02000001,1,43.0,42.347576423188784,WBI
1539,E02000001,1,43.0,42.74513971195442,WBI
1540,E02000001,1,43.0,42.7853799487318,WBI
1541,E02000001,1,43.0,42.61381738874731,WBI
1542,E02000001,1,43.0,42.076523649062636,WBI
1543,E02000001,1,43.0,42.84074638112363,WBI
1544,E02000001,1,43.0,42.7267399086824,WBI
1545,E02000001,1,43.0,42.16779007516204,WBI
1546,E02000001,1,43.0,42.81299533952422,WBI
1547,E02000001,1,43.0,42.9544169679712,WBI
1548,E02000001,1,43.0,42.80643805435797,WBI
1549,E02000001,1,43.0,42.34393151597712,WBI
1550,E02000001,1,43.0,42.2258505805082,WBI
1551,E02000001,1,43.0,42.75414332807755,WBI
1552,E02000001,1,43.0,42.67970588877068,WBI
1553,E02000001,1,43.0,42.72926502808603,WBI
1554,E02000001,1,43.0,42.84534520767837,WBI
1555,E02000001,1,43.0,42.1064155624061,WBI
1556,E02000001,1,43.0,42.774945694547526,WBI
1557,E02000001,1,43.0,42.8998879828216,WBI
1558,E02000001,1,43.0,42.22754360391935,WBI
1559,E02000001,1,43.0,42.74046922064208,WBI
1560,E02000001,1,43.0,42.96783879726855,WBI
1561,E02000001,1,43.0,42.48816904611535,WBI
1562,E02000001,1,43.0,42.74899724627813,WBI
1563,E02000001,1,43.0,42.54119220424885,WBI
1564,E02000001,1,43.0,42.18798431116874,WBI
1565,E02000001,1,43.0,42.184855523272134,WBI
1566,E02000001,1,43.0,42.56940800133108,WBI
1567,E02000001,1,43.0,42.99610943871304,WBI
1568,E02000001,1,43.0,42.60755227224844,WBI
1569,E02000001,1,43.0,42.761607273692945,WBI
1570,E02000001,1,43.0,42.38727124543041,WBI
1571,E02000001,1,43.0,42.50606090482586,WBI
1572,E02000001,1,43.0,42.07979345310873,WBI
1573,E02000001,1,43.0,42.06781585876542,WBI
1574,E02000001,1,43.0,42.34749292474182,WBI
1575,E02000001,1,43.0,42.64155498570707,WBI
1576,E02000001,1,43.0,42.570088511990136,WBI
1577,E02000001,1,43.0,42.39898561941236,WBI
1578,E02000001,1,43.0,42.33740612852171,WBI
1579,E02000001,1,43.0,42.90525559609915,WHO
1580,E02000001,1,43.0,42.2986822931299,WHO
1581,E02000001,1,43.0,42.70377196255357,WHO
1582,E02000001,1,43.0,42.681836710703024,WHO
1583,E02000001,1,43.0,42.54417800873334,WHO
1584,E02000001,1,43.0,42.12454596241275,WHO
1585,E02000001,1,43.0,42.76984855962782,WHO
1586,E02000001,1,43.0,42.26958947527773,WHO
1587,E02000001,1,43.0,42.48093067573341,WHO
1588,E02000001,1,43.0,42.38820145412812,WHO
1589,E02000001,1,43.0,42.04944832252032,WHO
1590,E02000001,1,43.0,42.621995113642235,WHO
1591,E02000001,1,43.0,42.544489991083026,WHO
1592,E02000001,1,43.0,42.846540194122305,WHO
1593,E02000001,1,43.0,42.16792038730573,WHO
1594,E02000001,1,43.0,42.40757329912984,WHO
1595,E02000001,1,43.0,42.40729110494986,WHO
1596,E02000001,1,43.0,42.99234916173122,WHO
1597,E02000001,1,43.0,42.54634946583679,MIX
1598,E02000001,1,43.0,42.89302647545214,MIX
1599,E02000001,1,43.0,42.981873086270724,MIX
1600,E02000001,1,43.0,42.25506175451119,IND
1601,E02000001,1,43.0,42.96160455007507,IND
1602,E02000001,1,43.0,42.20513800743715,IND
1603,E02000001,1,43.0,42.40041020175615,BAN
1604,E02000001,1,43.0,42.332152086866294,CHI
1605,E02000001,1,43.0,42.72467163578438,CHI
1606,E02000001,1,43.0,42.021175076209914,CHI
1607,E02000001,1,43.0,42.96871598872734,OAS
1608,E02000001,1,43.0,42.83279333341791,OAS
1609,E02000001,1,43.0,42.15595879814435,BLA
1610,E02000001,1,43.0,42.933294215684626,BLA
1611,E02000001,1,43.0,42.436928723990334,OTH
1612,E02000001,1,43.0,42.39724248564836,OTH
1613,E02000001,1,44.0,43.04441689094524,WBI
1614,E02000001,1,44.0,43.957536537638035,WBI
1615,E02000001,1,44.0,43.07700292475567,WBI
1616,E02000001,1,44.0,43.45029205037202,WBI
1617,E02000001,1,44.0,43.0566954613234,WBI
1618,E02000001,1,44.0,43.083728465486665,WBI
1619,E02000001,1,44.0,43.31594567826181,WBI
1620,E02000001,1,44.0,43.47220213319104,WBI
1621,E02000001,1,44.0,43.803938306434546,WBI
1622,E02000001,1,44.0,43.81976864772766,WBI
1623,E02000001,1,44.0,43.609052824039324,WBI
1624,E02000001,1,44.0,43.23129140869135,WBI
1625,E02000001,1,44.0,43.806408278229,WBI
1626,E02000001,1,44.0,43.5892839969619,WBI
1627,E02000001,1,44.0,43.25326717646724,WBI
1628,E02000001,1,44.0,43.2971976133902,WBI
1629,E02000001,1,44.0,43.14682814038692,WBI
1630,E02000001,1,44.0,43.27458645429346,WBI
1631,E02000001,1,44.0,43.48368410186167,WBI
1632,E02000001,1,44.0,43.50481519235165,WBI
1633,E02000001,1,44.0,43.35705489287301,WBI
