DC1117EW_C_SEX,DC1117EW_C_AGE,NewEthpop_ETH,Rate
1,67,OBL,0.022075748
1,68,OBL,0.023898363
1,69,OBL,0.028573299
1,70,OBL,0.031696872
1,71,OBL,0.032517567000000004
1,72,OBL,0.034874828999999996
1,73,OBL,0.036638106000000004
1,74,OBL,0.039672453999999996
1,75,OBL,0.043147564000000006
1,76,OBL,0.045644286
1,77,OBL,0.050070403
1,78,OBL,0.055825277
1,79,OBL,0.061337908
1,80,OBL,0.06064684
1,81,OBL,0.067203019
1,82,OBL,0.074467949
1,83,OBL,0.082518249
1,84,OBL,0.09143882
1,85,OBL,0.10132374300000001
1,86,OBL,0.185581153
1,1,OTH,0.003295093
1,2,OTH,0.000280376
1,3,OTH,0.000182785
1,4,OTH,0.000131106
1,5,OTH,0.000223435
1,6,OTH,0.000315619
1,7,OTH,0.00031684
1,8,OTH,0.000312757
1,9,OTH,0.000223485
1,10,OTH,0.00013539799999999998
1,11,OTH,0.00012284
1,12,OTH,0.00012837
1,13,OTH,0.000147269
1,14,OTH,0.00017961099999999999
1,15,OTH,0.000195952
1,16,OTH,0.000222902
1,17,OTH,0.000320216
1,18,OTH,0.000454621
1,19,OTH,0.000516718
1,20,OTH,0.000456576
1,21,OTH,0.00040897
1,22,OTH,0.000413393
1,23,OTH,0.000391462
1,24,OTH,0.00043109
1,25,OTH,0.00040490599999999996
1,26,OTH,0.00032309
1,27,OTH,0.000353109
1,28,OTH,0.00036774400000000004
1,29,OTH,0.00040103599999999996
1,30,OTH,0.000458111
1,31,OTH,0.000512731
1,32,OTH,0.00056082
1,33,OTH,0.000634234
1,34,OTH,0.0007461289999999999
1,35,OTH,0.000858033
1,36,OTH,0.000947965
1,37,OTH,0.000960044
1,38,OTH,0.000987201
1,39,OTH,0.001036187
1,40,OTH,0.0012714830000000001
1,41,OTH,0.001453606
1,42,OTH,0.001475459
1,43,OTH,0.00159898
1,44,OTH,0.0016758620000000002
1,45,OTH,0.001999294
1,46,OTH,0.002377362
1,47,OTH,0.002561543
1,48,OTH,0.002883195
1,49,OTH,0.003314722
1,50,OTH,0.003337138
1,51,OTH,0.0035317540000000002
1,52,OTH,0.0041691670000000005
1,53,OTH,0.004916958
1,54,OTH,0.005901875
1,55,OTH,0.006751325999999999
1,56,OTH,0.007813131999999999
1,57,OTH,0.008901103
1,58,OTH,0.009625148
1,59,OTH,0.009898788
1,60,OTH,0.010552958000000001
1,61,OTH,0.012085737
1,62,OTH,0.013335271999999999
1,63,OTH,0.01385481
1,64,OTH,0.013751263
1,65,OTH,0.015664896
1,66,OTH,0.018823699
1,67,OTH,0.020477824
1,68,OTH,0.022508102000000002
1,69,OTH,0.027125182999999997
1,70,OTH,0.030143622999999998
1,71,OTH,0.030661499
1,72,OTH,0.032474745
1,73,OTH,0.034360313999999996
1,74,OTH,0.038173709
1,75,OTH,0.04159301
1,76,OTH,0.043111812
1,77,OTH,0.047524547
1,78,OTH,0.053137902
1,79,OTH,0.058447887999999996
1,80,OTH,0.058425313
1,81,OTH,0.06483439
1,82,OTH,0.071946522
1,83,OTH,0.079838833
1,84,OTH,0.088596906
1,85,OTH,0.09831571300000001
1,86,OTH,0.144439597
2,1,WBI,0.002559286
2,2,WBI,0.00017168400000000002
2,3,WBI,0.000135909
2,4,WBI,0.00010689799999999999
2,5,WBI,6.54e-05
2,6,WBI,5.13e-05
2,7,WBI,4.66e-05
2,8,WBI,5.2300000000000004e-05
2,9,WBI,5.47e-05
2,10,WBI,3.71e-05
2,11,WBI,4.57e-05
2,12,WBI,5.9699999999999994e-05
2,13,WBI,5.629999999999999e-05
2,14,WBI,5.9499999999999996e-05
2,15,WBI,0.000102934
2,16,WBI,0.000181137
2,17,WBI,0.00024451700000000003
2,18,WBI,0.000260163
2,19,WBI,0.000227595
2,20,WBI,0.000163569
2,21,WBI,0.000132314
2,22,WBI,0.00014134
2,23,WBI,0.000137484
2,24,WBI,0.00013263
2,25,WBI,0.00016936700000000002
2,26,WBI,0.000243782
2,27,WBI,0.000274741
2,28,WBI,0.000268248
2,29,WBI,0.000302843
2,30,WBI,0.000338772
2,31,WBI,0.00039681199999999997
2,32,WBI,0.000534204
2,33,WBI,0.000597815
2,34,WBI,0.00063945
2,35,WBI,0.000592566
2,36,WBI,0.00048679699999999997
2,37,WBI,0.00046009699999999997
2,38,WBI,0.000462201
2,39,WBI,0.000472841
2,40,WBI,0.000582874
2,41,WBI,0.000746233
2,42,WBI,0.0007718380000000001
2,43,WBI,0.000875274
2,44,WBI,0.0009174160000000001
2,45,WBI,0.001208001
2,46,WBI,0.00163446
2,47,WBI,0.0017672389999999999
2,48,WBI,0.001912225
2,49,WBI,0.002157492
2,50,WBI,0.002141877
2,51,WBI,0.00206162
2,52,WBI,0.002272255
2,53,WBI,0.002615928
2,54,WBI,0.003241672
2,55,WBI,0.004101942
2,56,WBI,0.0046421859999999995
2,57,WBI,0.005040799
2,58,WBI,0.00533161
2,59,WBI,0.005276037
2,60,WBI,0.005971712
2,61,WBI,0.007184701999999999
2,62,WBI,0.007691698
2,63,WBI,0.007828929
2,64,WBI,0.009265913
2,65,WBI,0.01047291
2,66,WBI,0.010625991999999999
2,67,WBI,0.011647639
2,68,WBI,0.013999445
2,69,WBI,0.017346083999999998
2,70,WBI,0.018258588
2,71,WBI,0.018149976
2,72,WBI,0.019949684
2,73,WBI,0.022482383999999998
2,74,WBI,0.025477383
2,75,WBI,0.026519648
2,76,WBI,0.02799745
2,77,WBI,0.031826718999999996
2,78,WBI,0.035150333
2,79,WBI,0.039597448
2,80,WBI,0.047201707999999995
2,81,WBI,0.052830418
2,82,WBI,0.05913034
2,83,WBI,0.066181516
2,84,WBI,0.07407353
2,85,WBI,0.082906652
2,86,WBI,0.152717333
2,1,WHO,0.00277417
2,2,WHO,0.00017057099999999998
2,3,WHO,0.000133305
2,4,WHO,0.000104454
2,5,WHO,6.4e-05
2,6,WHO,5.05e-05
2,7,WHO,4.5600000000000004e-05
2,8,WHO,5.18e-05
2,9,WHO,5.5100000000000004e-05
2,10,WHO,3.82e-05
2,11,WHO,4.5600000000000004e-05
2,12,WHO,5.9699999999999994e-05
2,13,WHO,5.6399999999999995e-05
2,14,WHO,5.920000000000001e-05
2,15,WHO,0.000104219
2,16,WHO,0.000179664
2,17,WHO,0.000235706
2,18,WHO,0.000236075
2,19,WHO,0.00019094099999999997
2,20,WHO,0.000141306
2,21,WHO,0.000124604
2,22,WHO,0.000127603
2,23,WHO,0.000119816
2,24,WHO,0.000111394
2,25,WHO,0.000138534
2,26,WHO,0.00020126400000000002
2,27,WHO,0.00023329
2,28,WHO,0.000224397
2,29,WHO,0.00024192299999999998
2,30,WHO,0.000275576
2,31,WHO,0.000333791
2,32,WHO,0.000436691
2,33,WHO,0.000482456
2,34,WHO,0.000528335
2,35,WHO,0.000492522
2,36,WHO,0.00040411900000000004
2,37,WHO,0.00037558
2,38,WHO,0.000377644
2,39,WHO,0.000393886
2,40,WHO,0.000518028
2,41,WHO,0.000673705
2,42,WHO,0.000701903
2,43,WHO,0.000833885
2,44,WHO,0.000878158
2,45,WHO,0.001170868
2,46,WHO,0.001575145
2,47,WHO,0.001684542
2,48,WHO,0.001836947
2,49,WHO,0.0020794710000000003
2,50,WHO,0.0020550489999999998
2,51,WHO,0.001969049
2,52,WHO,0.002151496
2,53,WHO,0.002460909
2,54,WHO,0.00304896
2,55,WHO,0.003782998
2,56,WHO,0.0044486840000000005
2,57,WHO,0.0048463609999999996
2,58,WHO,0.0050217529999999995
2,59,WHO,0.005035893
2,60,WHO,0.005622517
2,61,WHO,0.006720145
2,62,WHO,0.007186781
2,63,WHO,0.007339457
2,64,WHO,0.008702801999999999
2,65,WHO,0.009761525
2,66,WHO,0.009853725
2,67,WHO,0.010813203
2,68,WHO,0.012995891
2,69,WHO,0.016052687
2,70,WHO,0.016834269
2,71,WHO,0.016753011
2,72,WHO,0.018504368
2,73,WHO,0.020926532
2,74,WHO,0.023770548
2,75,WHO,0.02482437
2,76,WHO,0.026177705
2,77,WHO,0.029777186
2,78,WHO,0.033049897
2,79,WHO,0.037352212999999995
2,80,WHO,0.044884133
2,81,WHO,0.050263888
2,82,WHO,0.056288455
2,83,WHO,0.063035118
2,84,WHO,0.070590428
2,85,WHO,0.079051307
2,86,WHO,0.129718685
2,1,MIX,0.0029136509999999997
2,2,MIX,0.00017267
2,3,MIX,0.000133295
2,4,MIX,0.00010677299999999999
2,5,MIX,6.409999999999999e-05
2,6,MIX,4.9e-05
2,7,MIX,4.5299999999999997e-05
2,8,MIX,5.11e-05
2,9,MIX,5.3299999999999995e-05
2,10,MIX,3.8799999999999994e-05
2,11,MIX,4.88e-05
2,12,MIX,6.37e-05
2,13,MIX,5.88e-05
2,14,MIX,6.01e-05
2,15,MIX,9.95e-05
2,16,MIX,0.000176502
2,17,MIX,0.00022954
2,18,MIX,0.000231853
2,19,MIX,0.00019804099999999998
2,20,MIX,0.000136979
2,21,MIX,0.00011438799999999999
2,22,MIX,0.000124754
2,23,MIX,0.000123426
2,24,MIX,0.000114466
2,25,MIX,0.00013756
2,26,MIX,0.000194628
2,27,MIX,0.00022624
2,28,MIX,0.000228008
2,29,MIX,0.0002381
2,30,MIX,0.00026593
2,31,MIX,0.00033387300000000005
2,32,MIX,0.00044200800000000003
2,33,MIX,0.000487135
2,34,MIX,0.0005263490000000001
2,35,MIX,0.0005001669999999999
2,36,MIX,0.000418819
2,37,MIX,0.00039414699999999997
2,38,MIX,0.00040569300000000005
2,39,MIX,0.00041396900000000003
2,40,MIX,0.000526496
2,41,MIX,0.000684449
2,42,MIX,0.000726945
2,43,MIX,0.000860482
2,44,MIX,0.0009074069999999999
2,45,MIX,0.001216023
2,46,MIX,0.001647287
2,47,MIX,0.0017474970000000002
2,48,MIX,0.00187146
2,49,MIX,0.002144551
2,50,MIX,0.002141185
2,51,MIX,0.002020113
2,52,MIX,0.002211221
2,53,MIX,0.002560794
2,54,MIX,0.003142087
2,55,MIX,0.0038737409999999996
2,56,MIX,0.004539182
2,57,MIX,0.004964405
2,58,MIX,0.005197811
2,59,MIX,0.0052560390000000005
2,60,MIX,0.005943041
2,61,MIX,0.007149423
2,62,MIX,0.007596133000000001
2,63,MIX,0.00769066
2,64,MIX,0.009151883000000001
2,65,MIX,0.01034151
2,66,MIX,0.010419693
2,67,MIX,0.011373734
2,68,MIX,0.013610906
2,69,MIX,0.016766223
2,70,MIX,0.017614115
2,71,MIX,0.017515193999999998
2,72,MIX,0.019327531000000002
2,73,MIX,0.021846536
2,74,MIX,0.024647615
2,75,MIX,0.025615222000000003
2,76,MIX,0.026851721000000002
2,77,MIX,0.030484646
2,78,MIX,0.033816413
2,79,MIX,0.038134258
2,80,MIX,0.044688844000000005
2,81,MIX,0.050094384000000006
2,82,MIX,0.056153775999999996
2,83,MIX,0.062946108
2,84,MIX,0.070560037
2,85,MIX,0.079094944
2,86,MIX,0.149363603
2,1,IND,0.0031264559999999997
2,2,IND,0.00017334299999999998
2,3,IND,0.000130882
2,4,IND,0.00010800799999999999
2,5,IND,6.59e-05
2,6,IND,4.83e-05
2,7,IND,4.44e-05
2,8,IND,5.07e-05
2,9,IND,5.7499999999999995e-05
2,10,IND,4.29e-05
2,11,IND,4.8599999999999995e-05
2,12,IND,6.69e-05
2,13,IND,6.31e-05
2,14,IND,6.12e-05
2,15,IND,9.470000000000001e-05
2,16,IND,0.000161108
2,17,IND,0.000199022
2,18,IND,0.00020465900000000002
2,19,IND,0.00019265099999999998
2,20,IND,0.000136987
2,21,IND,0.00010803700000000001
2,22,IND,0.00011536700000000001
2,23,IND,0.000119147
2,24,IND,0.00011443899999999999
2,25,IND,0.000130765
2,26,IND,0.00018783099999999998
2,27,IND,0.000231185
2,28,IND,0.000231224
2,29,IND,0.000230837
2,30,IND,0.000260001
2,31,IND,0.000334033
2,32,IND,0.000441965
2,33,IND,0.00047954800000000005
2,34,IND,0.000547133
2,35,IND,0.000539192
2,36,IND,0.000440248
2,37,IND,0.000405998
2,38,IND,0.000397696
2,39,IND,0.000409511
2,40,IND,0.000533798
2,41,IND,0.000686567
2,42,IND,0.000718545
2,43,IND,0.000830953
2,44,IND,0.0008829469999999999
2,45,IND,0.001165445
2,46,IND,0.0015437320000000001
2,47,IND,0.0016394089999999999
2,48,IND,0.0017900379999999999
2,49,IND,0.002087631
2,50,IND,0.002063596
2,51,IND,0.001892617
2,52,IND,0.002076218
2,53,IND,0.0024503470000000003
2,54,IND,0.002951363
2,55,IND,0.0036260959999999997
2,56,IND,0.0043208859999999995
2,57,IND,0.004805737
2,58,IND,0.0051985040000000005
2,59,IND,0.005197918
2,60,IND,0.00589722
2,61,IND,0.0072931459999999995
2,62,IND,0.007785958000000001
2,63,IND,0.007905214
2,64,IND,0.009335794
2,65,IND,0.010447841
2,66,IND,0.010546574
2,67,IND,0.011586522
2,68,IND,0.013910961000000001
2,69,IND,0.017124237
2,70,IND,0.017887514
2,71,IND,0.017748027
2,72,IND,0.019492206
2,73,IND,0.021872917000000002
2,74,IND,0.024688889
2,75,IND,0.025565432000000003
2,76,IND,0.026853755
2,77,IND,0.03042654
2,78,IND,0.033610523999999996
2,79,IND,0.037875521
2,80,IND,0.044638002
2,81,IND,0.049955132
2,82,IND,0.055905620999999996
2,83,IND,0.062564912
2,84,IND,0.070017435
2,85,IND,0.078357678
2,86,IND,0.107601167
2,1,PAK,0.003490288
2,2,PAK,0.000201643
2,3,PAK,0.00013117899999999999
2,4,PAK,0.000103962
2,5,PAK,6.17e-05
2,6,PAK,4.8599999999999995e-05
2,7,PAK,4.6200000000000005e-05
2,8,PAK,4.6299999999999994e-05
2,9,PAK,5.07e-05
2,10,PAK,4.57e-05
2,11,PAK,5.01e-05
2,12,PAK,5.99e-05
2,13,PAK,5.489999999999999e-05
2,14,PAK,5.56e-05
2,15,PAK,9.1e-05
2,16,PAK,0.000151205
2,17,PAK,0.000189116
2,18,PAK,0.000214254
2,19,PAK,0.000209635
2,20,PAK,0.000139809
2,21,PAK,0.000115945
2,22,PAK,0.000116104
2,23,PAK,0.00010944799999999999
2,24,PAK,0.00011405200000000001
2,25,PAK,0.000146008
2,26,PAK,0.000203148
2,27,PAK,0.000241285
2,28,PAK,0.000262563
2,29,PAK,0.000259764
2,30,PAK,0.00028864200000000003
2,31,PAK,0.000360552
2,32,PAK,0.000458868
2,33,PAK,0.00051065
2,34,PAK,0.000541515
2,35,PAK,0.000505809
2,36,PAK,0.00044455300000000004
2,37,PAK,0.000434353
2,38,PAK,0.000444434
2,39,PAK,0.000465811
2,40,PAK,0.0005673480000000001
2,41,PAK,0.0007268839999999999
2,42,PAK,0.000781041
2,43,PAK,0.000888738
2,44,PAK,0.000933425
2,45,PAK,0.001311411
2,46,PAK,0.001819957
2,47,PAK,0.001931245
2,48,PAK,0.0019897120000000003
2,49,PAK,0.00226354
2,50,PAK,0.002288754
2,51,PAK,0.002145238
2,52,PAK,0.002443023
2,53,PAK,0.0029304590000000003
2,54,PAK,0.003549352
2,55,PAK,0.004331944
2,56,PAK,0.005000315
2,57,PAK,0.005347085
2,58,PAK,0.00563186
2,59,PAK,0.005669674
2,60,PAK,0.0064971790000000005
2,61,PAK,0.008030706
2,62,PAK,0.008602366
2,63,PAK,0.008708058000000001
2,64,PAK,0.010286551
2,65,PAK,0.011546222
2,66,PAK,0.01161599
2,67,PAK,0.012733609
2,68,PAK,0.01513925
2,69,PAK,0.018630477
2,70,PAK,0.019568036
2,71,PAK,0.019409733000000002
2,72,PAK,0.021302012000000002
2,73,PAK,0.023965242999999997
2,74,PAK,0.027105978
2,75,PAK,0.0280857
2,76,PAK,0.029509932000000003
2,77,PAK,0.033460464
2,78,PAK,0.036853172999999996
2,79,PAK,0.041458444
2,80,PAK,0.049000445999999996
2,81,PAK,0.054687050999999993
2,82,PAK,0.061033599
2,83,PAK,0.068116678
2,84,PAK,0.076021762
2,85,PAK,0.08484424900000001
2,86,PAK,0.191538092
2,1,BAN,0.003403969
2,2,BAN,0.000174282
2,3,BAN,0.000125014
2,4,BAN,0.00011466200000000001
2,5,BAN,7.240000000000001e-05
2,6,BAN,4.34e-05
2,7,BAN,4.18e-05
2,8,BAN,4.39e-05
2,9,BAN,4.3200000000000007e-05
2,10,BAN,3.48e-05
2,11,BAN,5.01e-05
2,12,BAN,6.12e-05
2,13,BAN,4.72e-05
2,14,BAN,4.8100000000000004e-05
2,15,BAN,0.000111001
2,16,BAN,0.00019030599999999998
2,17,BAN,0.000221151
2,18,BAN,0.000217447
2,19,BAN,0.00019904400000000003
2,20,BAN,0.000149962
2,21,BAN,0.0001072
2,22,BAN,9.97e-05
2,23,BAN,9.73e-05
2,24,BAN,9.340000000000001e-05
2,25,BAN,0.000121375
2,26,BAN,0.000179921
2,27,BAN,0.000213687
2,28,BAN,0.000219284
2,29,BAN,0.00023542
2,30,BAN,0.000263263
2,31,BAN,0.00034264
2,32,BAN,0.000428064
2,33,BAN,0.000460703
2,34,BAN,0.0004961119999999999
2,35,BAN,0.000462216
2,36,BAN,0.000391636
2,37,BAN,0.000372231
2,38,BAN,0.000388335
2,39,BAN,0.000384942
2,40,BAN,0.000487209
2,41,BAN,0.0006586560000000001
2,42,BAN,0.000720339
2,43,BAN,0.000787213
2,44,BAN,0.00087688
2,45,BAN,0.001156528
2,46,BAN,0.001581828
2,47,BAN,0.001841022
2,48,BAN,0.002188204
2,49,BAN,0.002480165
2,50,BAN,0.002231716
2,51,BAN,0.002065612
2,52,BAN,0.002442541
2,53,BAN,0.0026712990000000002
2,54,BAN,0.002948578
2,55,BAN,0.0038655720000000003
2,56,BAN,0.0045934
2,57,BAN,0.00491996
2,58,BAN,0.005266318000000001
2,59,BAN,0.005666674
2,60,BAN,0.006630766999999999
2,61,BAN,0.007873257
2,62,BAN,0.008394793000000001
2,63,BAN,0.008546105
2,64,BAN,0.010018948
2,65,BAN,0.01116826
2,66,BAN,0.011283996000000001
2,67,BAN,0.012446638000000001
2,68,BAN,0.015003942
2,69,BAN,0.018532651
2,70,BAN,0.019408316000000002
2,71,BAN,0.019285855
2,72,BAN,0.021120625
2,73,BAN,0.02368396
2,74,BAN,0.026771559
2,75,BAN,0.027648934
2,76,BAN,0.029082815
2,77,BAN,0.032940621
2,78,BAN,0.03623749
2,79,BAN,0.041060177
2,80,BAN,0.049008758
2,81,BAN,0.054549815
2,82,BAN,0.060717357
2,83,BAN,0.067582218
2,84,BAN,0.075223238
2,85,BAN,0.08372817099999999
2,86,BAN,0.156339449
2,1,CHI,0.002906412
2,2,CHI,0.00016935
2,3,CHI,0.00012774299999999999
2,4,CHI,9.9e-05
2,5,CHI,6.3e-05
2,6,CHI,4.92e-05
2,7,CHI,4.5e-05
2,8,CHI,5e-05
2,9,CHI,5.21e-05
2,10,CHI,3.72e-05
2,11,CHI,4.55e-05
2,12,CHI,5.93e-05
2,13,CHI,5.7499999999999995e-05
2,14,CHI,6.17e-05
2,15,CHI,0.000102859
2,16,CHI,0.000173487
2,17,CHI,0.000227963
2,18,CHI,0.000231836
2,19,CHI,0.000183745
2,20,CHI,0.00012346700000000002
2,21,CHI,0.00010332100000000001
2,22,CHI,0.000111099
2,23,CHI,0.000107909
2,24,CHI,0.000103675
2,25,CHI,0.000134409
2,26,CHI,0.00018498400000000002
2,27,CHI,0.000214242
2,28,CHI,0.000217653
2,29,CHI,0.000239754
2,30,CHI,0.000278218
2,31,CHI,0.00033375900000000004
2,32,CHI,0.000430176
2,33,CHI,0.000486516
2,34,CHI,0.000543519
2,35,CHI,0.000511527
2,36,CHI,0.00042859800000000003
2,37,CHI,0.00040579699999999995
2,38,CHI,0.00041422800000000005
2,39,CHI,0.000430925
2,40,CHI,0.00055001
2,41,CHI,0.00071664
2,42,CHI,0.000757363
2,43,CHI,0.000865584
2,44,CHI,0.000893452
2,45,CHI,0.001209489
2,46,CHI,0.0016377820000000002
2,47,CHI,0.001727025
2,48,CHI,0.0018676329999999998
2,49,CHI,0.0021249579999999997
2,50,CHI,0.002107026
2,51,CHI,0.001994867
2,52,CHI,0.002167908
2,53,CHI,0.002508878
2,54,CHI,0.003112254
2,55,CHI,0.003887817
2,56,CHI,0.004533187
2,57,CHI,0.0049240329999999995
2,58,CHI,0.005198189000000001
2,59,CHI,0.0052683769999999994
2,60,CHI,0.005929265
2,61,CHI,0.007123895999999999
2,62,CHI,0.007616800999999999
2,63,CHI,0.0077924890000000005
2,64,CHI,0.009286075
2,65,CHI,0.01044117
2,66,CHI,0.010494096999999999
2,67,CHI,0.011503263
2,68,CHI,0.013766931999999999
2,69,CHI,0.017099201
2,70,CHI,0.017993883999999998
2,71,CHI,0.017910843
2,72,CHI,0.019866378
2,73,CHI,0.02237228
2,74,CHI,0.025243393
2,75,CHI,0.026099342
2,76,CHI,0.027592018
2,77,CHI,0.03184451
2,78,CHI,0.035263932000000005
2,79,CHI,0.039715058
2,80,CHI,0.04683641400000001
2,81,CHI,0.05238108599999999
2,82,CHI,0.058582155999999996
2,83,CHI,0.065517333
2,84,CHI,0.073273523
2,85,CHI,0.08194792
2,86,CHI,0.127641221
2,1,OAS,0.0030125940000000004
2,2,OAS,0.00017230900000000002
2,3,OAS,0.000132156
2,4,OAS,0.00010807799999999999
2,5,OAS,6.51e-05
2,6,OAS,4.7e-05
2,7,OAS,4.36e-05
2,8,OAS,5.02e-05
2,9,OAS,5.24e-05
2,10,OAS,3.85e-05
2,11,OAS,4.74e-05
2,12,OAS,6.37e-05
2,13,OAS,6.0599999999999996e-05
2,14,OAS,6.0299999999999995e-05
2,15,OAS,0.000103261
2,16,OAS,0.00017922900000000001
2,17,OAS,0.000218763
2,18,OAS,0.000218445
2,19,OAS,0.000198133
2,20,OAS,0.000143593
2,21,OAS,0.00011449600000000001
2,22,OAS,0.000118929
2,23,OAS,0.000115612
2,24,OAS,0.000109692
2,25,OAS,0.000133916
2,26,OAS,0.000188774
2,27,OAS,0.000224292
2,28,OAS,0.000219349
2,29,OAS,0.000223855
2,30,OAS,0.00025764900000000004
2,31,OAS,0.00032329099999999996
2,32,OAS,0.00042605199999999995
2,33,OAS,0.000471606
2,34,OAS,0.000536243
2,35,OAS,0.0005128040000000001
2,36,OAS,0.000415866
2,37,OAS,0.00039014800000000005
2,38,OAS,0.00039259
2,39,OAS,0.000405274
2,40,OAS,0.00052243
2,41,OAS,0.0006762589999999999
2,42,OAS,0.000719292
2,43,OAS,0.000835916
2,44,OAS,0.0008609510000000001
2,45,OAS,0.001132175
2,46,OAS,0.001533743
2,47,OAS,0.001651801
2,48,OAS,0.0017869320000000002
2,49,OAS,0.002045679
2,50,OAS,0.002016049
2,51,OAS,0.0019082510000000001
2,52,OAS,0.0020689479999999997
2,53,OAS,0.002378593
2,54,OAS,0.0029608570000000003
2,55,OAS,0.0036575920000000003
2,56,OAS,0.004263011
2,57,OAS,0.004623125
2,58,OAS,0.004907329
2,59,OAS,0.004973346
2,60,OAS,0.0056134719999999996
2,61,OAS,0.006828703
2,62,OAS,0.007317695999999999
2,63,OAS,0.007452284
2,64,OAS,0.008846207
2,65,OAS,0.009970844
2,66,OAS,0.010063001
2,67,OAS,0.011041422
2,68,OAS,0.013283287
2,69,OAS,0.016379223000000002
2,70,OAS,0.017168666000000003
2,71,OAS,0.017062042
2,72,OAS,0.018698563
2,73,OAS,0.02105408
2,74,OAS,0.02384704
2,75,OAS,0.024770882999999997
2,76,OAS,0.026041772
2,77,OAS,0.029471672
2,78,OAS,0.03272334
2,79,OAS,0.036984374
2,80,OAS,0.043232593
2,81,OAS,0.04848699099999999
2,82,OAS,0.054379998
2,83,OAS,0.060989228
2,84,OAS,0.068401731
2,85,OAS,0.076715133
2,86,OAS,0.163585204
2,1,BLA,0.002999773
2,2,BLA,0.00016462
2,3,BLA,0.000128659
2,4,BLA,0.000101374
2,5,BLA,6.07e-05
2,6,BLA,4.95e-05
2,7,BLA,4.5600000000000004e-05
2,8,BLA,4.83e-05
2,9,BLA,5.28e-05
2,10,BLA,4.14e-05
2,11,BLA,5.01e-05
2,12,BLA,6.61e-05
2,13,BLA,6.31e-05
2,14,BLA,6.2e-05
2,15,BLA,9.97e-05
2,16,BLA,0.000179183
2,17,BLA,0.000226344
2,18,BLA,0.000210747
2,19,BLA,0.000178033
2,20,BLA,0.00013318
2,21,BLA,0.000110809
2,22,BLA,0.000114294
2,23,BLA,0.00010811100000000001
2,24,BLA,9.690000000000001e-05
2,25,BLA,0.000121846
2,26,BLA,0.00017825099999999998
2,27,BLA,0.00021173400000000002
2,28,BLA,0.00021271900000000002
2,29,BLA,0.00022202400000000003
2,30,BLA,0.000254822
2,31,BLA,0.000327493
2,32,BLA,0.00042973
2,33,BLA,0.00045701300000000004
2,34,BLA,0.000491115
2,35,BLA,0.00047709900000000003
2,36,BLA,0.000408149
2,37,BLA,0.00037745300000000003
2,38,BLA,0.000379074
2,39,BLA,0.00039395900000000004
2,40,BLA,0.000531596
2,41,BLA,0.000686604
2,42,BLA,0.000721933
2,43,BLA,0.000857204
2,44,BLA,0.0009028589999999999
2,45,BLA,0.001212415
2,46,BLA,0.0016510670000000002
2,47,BLA,0.001732343
2,48,BLA,0.001868967
2,49,BLA,0.0021785660000000003
2,50,BLA,0.0021599370000000002
2,51,BLA,0.002001787
2,52,BLA,0.0021544620000000002
2,53,BLA,0.002529765
2,54,BLA,0.0031791479999999997
2,55,BLA,0.0038588679999999997
2,56,BLA,0.004544762
2,57,BLA,0.005012707
2,58,BLA,0.0052201109999999995
2,59,BLA,0.005351909
2,60,BLA,0.006095645
2,61,BLA,0.007327213000000001
2,62,BLA,0.007824889
2,63,BLA,0.007991142
2,64,BLA,0.009510306
2,65,BLA,0.010653856000000001
2,66,BLA,0.010722275
2,67,BLA,0.011780838
2,68,BLA,0.014073001000000002
2,69,BLA,0.017298816
2,70,BLA,0.018106142
2,71,BLA,0.01791588
2,72,BLA,0.019549457
2,73,BLA,0.021933353
2,74,BLA,0.024814755
2,75,BLA,0.025754722
2,76,BLA,0.027155712999999998
2,77,BLA,0.030641081
2,78,BLA,0.033668931
2,79,BLA,0.037836612
2,80,BLA,0.044967795
2,81,BLA,0.050274875
2,82,BLA,0.056208296
2,83,BLA,0.062841976
2,84,BLA,0.07025856
2,85,BLA,0.078550446
2,86,BLA,0.168371076
2,1,BLC,0.003280881
2,2,BLC,0.00016522099999999998
2,3,BLC,0.00012318
2,4,BLC,9.719999999999999e-05
2,5,BLC,5.7700000000000007e-05
2,6,BLC,4.46e-05
2,7,BLC,4.35e-05
2,8,BLC,4.8200000000000006e-05
2,9,BLC,5e-05
2,10,BLC,4.04e-05
2,11,BLC,4.98e-05
2,12,BLC,6.36e-05
2,13,BLC,6.159999999999999e-05
2,14,BLC,5.93e-05
2,15,BLC,9.7e-05
2,16,BLC,0.00017637900000000003
2,17,BLC,0.00021215
2,18,BLC,0.000202237
2,19,BLC,0.000179706
2,20,BLC,0.00013317100000000002
2,21,BLC,0.000113911
2,22,BLC,0.00011959299999999999
2,23,BLC,0.000113749
2,24,BLC,9.7e-05
2,25,BLC,0.000113613
2,26,BLC,0.000164535
2,27,BLC,0.00019652599999999998
2,28,BLC,0.000206766
2,29,BLC,0.00021412700000000002
2,30,BLC,0.000231201
2,31,BLC,0.000285392
2,32,BLC,0.00039177699999999995
2,33,BLC,0.000429119
2,34,BLC,0.00046666
2,35,BLC,0.000461634
2,36,BLC,0.000373972
2,37,BLC,0.00034105800000000004
2,38,BLC,0.000369554
2,39,BLC,0.000387417
2,40,BLC,0.000509625
2,41,BLC,0.000654565
2,42,BLC,0.000701887
2,43,BLC,0.0008510289999999999
2,44,BLC,0.000887917
2,45,BLC,0.001223395
2,46,BLC,0.001712242
2,47,BLC,0.00181242
2,48,BLC,0.001910662
