Country Code,Series Code,2019 [YR2019]
AFG,SP.POP.AG00.FE.IN,553000
AFG,SP.POP.AG00.MA.IN,581000
AFG,SP.POP.AG01.FE.IN,536000
AFG,SP.POP.AG01.MA.IN,565000
AFG,SP.POP.AG02.FE.IN,524000
AFG,SP.POP.AG02.MA.IN,552000
AFG,SP.POP.AG03.FE.IN,514000
AFG,SP.POP.AG03.MA.IN,543000
AFG,SP.POP.AG04.FE.IN,503000
AFG,SP.POP.AG04.MA.IN,532000
AFG,SP.POP.AG05.FE.IN,503000
AFG,SP.POP.AG05.MA.IN,531000
AFG,SP.POP.AG06.FE.IN,504000
AFG,SP.POP.AG06.MA.IN,531000
AFG,SP.POP.AG07.FE.IN,504000
AFG,SP.POP.AG07.MA.IN,531000
AFG,SP.POP.AG08.FE.IN,505000
AFG,SP.POP.AG08.MA.IN,531000
AFG,SP.POP.AG09.FE.IN,506000
AFG,SP.POP.AG09.MA.IN,531000
AFG,SP.POP.AG10.FE.IN,507000
AFG,SP.POP.AG10.MA.IN,531000
AFG,SP.POP.AG11.FE.IN,504000
AFG,SP.POP.AG11.MA.IN,528000
AFG,SP.POP.AG12.FE.IN,496000
AFG,SP.POP.AG12.MA.IN,520000
AFG,SP.POP.AG13.FE.IN,484000
AFG,SP.POP.AG13.MA.IN,509000
AFG,SP.POP.AG14.FE.IN,471000
AFG,SP.POP.AG14.MA.IN,497000
AFG,SP.POP.AG15.FE.IN,458000
AFG,SP.POP.AG15.MA.IN,485000
AFG,SP.POP.AG16.FE.IN,444000
AFG,SP.POP.AG16.MA.IN,472000
AFG,SP.POP.AG17.FE.IN,431000
AFG,SP.POP.AG17.MA.IN,458000
AFG,SP.POP.AG18.FE.IN,417000
AFG,SP.POP.AG18.MA.IN,444000
AFG,SP.POP.AG19.FE.IN,403000
AFG,SP.POP.AG19.MA.IN,429000
AFG,SP.POP.AG20.FE.IN,388000
AFG,SP.POP.AG20.MA.IN,414000
AFG,SP.POP.AG21.FE.IN,372000
AFG,SP.POP.AG21.MA.IN,398000
AFG,SP.POP.AG22.FE.IN,356000
AFG,SP.POP.AG22.MA.IN,381000
AFG,SP.POP.AG23.FE.IN,339000
AFG,SP.POP.AG23.MA.IN,363000
AFG,SP.POP.AG24.FE.IN,323000
AFG,SP.POP.AG24.MA.IN,345000
AFG,SP.POP.AG25.FE.IN,307000
AFG,SP.POP.AG25.MA.IN,328000
AFG,SP.POP.0004.FE,2631000
AFG,SP.POP.0509.FE,2522000
AFG,SP.POP.1014.FE,2462000
AFG,SP.POP.1519.FE,2153000
AFG,SP.POP.2024.FE,1777000
AFG,SP.POP.2529.FE,1397000
AFG,SP.POP.3034.FE,1133000
AFG,SP.POP.3539.FE,961000
AFG,SP.POP.4044.FE,761000
AFG,SP.POP.4549.FE,595000
AFG,SP.POP.5054.FE,473000
AFG,SP.POP.5559.FE,372000
AFG,SP.POP.6064.FE,291000
AFG,SP.POP.6569.FE,221000
AFG,SP.POP.7074.FE,163000
AFG,SP.POP.7579.FE,83000
AFG,SP.POP.80UP.FE,58000
AFG,SP.POP.0004.MA,2773000
AFG,SP.POP.0509.MA,2655000
AFG,SP.POP.1014.MA,2585000
AFG,SP.POP.1519.MA,2288000
AFG,SP.POP.2024.MA,1901000
AFG,SP.POP.2529.MA,1504000
AFG,SP.POP.3034.MA,1241000
AFG,SP.POP.3539.MA,1043000
AFG,SP.POP.4044.MA,850000
AFG,SP.POP.4549.MA,659000
AFG,SP.POP.5054.MA,511000
AFG,SP.POP.5559.MA,393000
AFG,SP.POP.6064.MA,293000
AFG,SP.POP.6569.MA,209000
AFG,SP.POP.7074.MA,135000
AFG,SP.POP.7579.MA,73000
AFG,SP.POP.80UP.MA,44000
AFG,SP.POP.0004.MA.5Y,14.47548434
AFG,SP.POP.0014.TO.ZS,41.99950834
AFG,SP.POP.0014.FE.ZS,42.17856818
AFG,SP.POP.0014.MA.ZS,41.83070671
AFG,SP.POP.0014.TO,15628000
AFG,SP.POP.0014.FE.IN,7615000
AFG,SP.POP.0014.MA.IN,8013000
AFG,SP.POP.0509.FE.5Y,13.96993596
AFG,SP.POP.0509.MA.5Y,13.85965323
AFG,SP.POP.1014.FE.5Y,13.63643942
AFG,SP.POP.1519.FE.5Y,11.9263938
AFG,SP.POP.1519.MA.5Y,11.94276034
AFG,SP.POP.1564.TO.ZS,55.35186682
AFG,SP.POP.1564.FE.IN,9914000
AFG,SP.POP.1564.FE.ZS,54.91426729
AFG,SP.POP.1564.MA.IN,10682000
AFG,SP.POP.1564.MA.ZS,55.76442653
AFG,SP.POP.1564.TO,20596000
AFG,SP.POP.2024.FE.5Y,9.845733688
AFG,SP.POP.2024.MA.5Y,9.922545927
AFG,SP.POP.2529.FE.5Y,7.736159135
AFG,SP.POP.2529.MA.5Y,7.849663226
AFG,SP.POP.3034.FE.5Y,6.275802471
AFG,SP.POP.3034.MA.5Y,6.479280178
AFG,SP.POP.3539.FE.5Y,5.324650211
AFG,SP.POP.3539.MA.5Y,5.444540667
AFG,SP.POP.4044.FE.5Y,4.215493256
AFG,SP.POP.4044.MA.5Y,4.435944758
AFG,SP.POP.4549.FE.5Y,3.296844819
AFG,SP.POP.4549.MA.5Y,3.439131218
AFG,SP.POP.5054.FE.5Y,2.621022318
AFG,SP.POP.5054.MA.5Y,2.669440213
AFG,SP.POP.5559.FE.5Y,2.06187126
AFG,SP.POP.5559.MA.5Y,2.053024423
AFG,SP.POP.6064.FE.5Y,1.610296334
AFG,SP.POP.6064.MA.5Y,1.528095575
AFG,SP.POP.65UP.TO.ZS,2.648624834
AFG,SP.POP.65UP.FE.IN,525000
AFG,SP.POP.65UP.FE.ZS,2.907164528
AFG,SP.POP.65UP.MA.IN,461000
AFG,SP.POP.65UP.MA.ZS,2.404866761
AFG,SP.POP.65UP.TO,986000
AFG,SP.POP.6569.FE.5Y,1.222975727
AFG,SP.POP.6569.MA.5Y,1.0896891
AFG,SP.POP.7074.FE.5Y,0.903221861
AFG,SP.POP.7074.MA.5Y,0.704050102
AFG,SP.POP.7579.FE.5Y,0.461778069
AFG,SP.POP.7579.MA.5Y,0.380768395
AFG,SP.POP.80UP.FE.5Y,0.319188871
AFG,SP.POP.80UP.MA.5Y,0.230359163
AFG,SP.POP.1014.MA.5Y,13.49556913
AFG,SP.POP.GROW,..
AFG,SP.POP.TOTL.FE.IN,18053000
AFG,SP.POP.TOTL.FE.ZS,48.51853315
AFG,SP.POP.TOTL.MA.IN,19156000
AFG,SP.POP.TOTL.MA.ZS,51.48146685
AFG,SP.POP.TOTL,37209000
AFG,SH.DYN.0514,..
AFG,SP.POP.BRTH.MF,..
AFG,SP.POP.DPND,80.66238005
AFG,SP.POP.DPND.OL,4.785068664
AFG,SP.POP.DPND.YG,75.87731138
AFG,SP.DYN.CBRT.IN,..
AFG,SP.DYN.CDRT.IN,..
AFG,SP.DYN.TFRT.IN,..
AFG,SP.DYN.LE00.FE.IN,..
AFG,SP.DYN.LE00.MA.IN,..
AFG,SP.DYN.LE00.IN,..
AFG,SP.DYN.AMRT.FE,..
AFG,SP.DYN.AMRT.MA,..
AFG,SP.DYN.IMRT.IN,..
AFG,SP.DYN.IMRT.FE.IN,..
AFG,SP.DYN.IMRT.MA.IN,..
AFG,SH.DYN.NMRT,..
AFG,SH.DYN.MORT,..
AFG,SH.DYN.MORT.FE,..
AFG,SH.DYN.MORT.MA,..
AFG,SM.POP.NETM,..
AFG,SH.DTH.0514,..
AFG,SH.DTH.IMRT,..
AFG,SH.DTH.NMRT,..
AFG,SH.DTH.MORT,..
AFG,SP.POP.0004.FE.5Y,14.5721928
AFG,SP.RUR.TOTL,27626000
AFG,SP.RUR.TOTL.ZS,74.246
AFG,SP.RUR.TOTL.ZG,..
AFG,SP.URB.TOTL,9583000
AFG,SP.URB.TOTL.IN.ZS,25.754
AFG,SP.URB.GROW,..
ALB,SP.POP.AG00.FE.IN,15000
ALB,SP.POP.AG00.MA.IN,17000
ALB,SP.POP.AG01.FE.IN,16000
ALB,SP.POP.AG01.MA.IN,17000
ALB,SP.POP.AG02.FE.IN,16000
ALB,SP.POP.AG02.MA.IN,18000
ALB,SP.POP.AG03.FE.IN,17000
ALB,SP.POP.AG03.MA.IN,18000
ALB,SP.POP.AG04.FE.IN,17000
ALB,SP.POP.AG04.MA.IN,18000
ALB,SP.POP.AG05.FE.IN,17000
ALB,SP.POP.AG05.MA.IN,18000
ALB,SP.POP.AG06.FE.IN,16000
ALB,SP.POP.AG06.MA.IN,18000
ALB,SP.POP.AG07.FE.IN,16000
ALB,SP.POP.AG07.MA.IN,17000
ALB,SP.POP.AG08.FE.IN,16000
ALB,SP.POP.AG08.MA.IN,17000
ALB,SP.POP.AG09.FE.IN,15000
ALB,SP.POP.AG09.MA.IN,16000
ALB,SP.POP.AG10.FE.IN,15000
ALB,SP.POP.AG10.MA.IN,16000
ALB,SP.POP.AG11.FE.IN,15000
ALB,SP.POP.AG11.MA.IN,16000
ALB,SP.POP.AG12.FE.IN,15000
ALB,SP.POP.AG12.MA.IN,17000
ALB,SP.POP.AG13.FE.IN,16000
ALB,SP.POP.AG13.MA.IN,17000
ALB,SP.POP.AG14.FE.IN,17000
ALB,SP.POP.AG14.MA.IN,18000
ALB,SP.POP.AG15.FE.IN,17000
ALB,SP.POP.AG15.MA.IN,19000
ALB,SP.POP.AG16.FE.IN,18000
ALB,SP.POP.AG16.MA.IN,20000
ALB,SP.POP.AG17.FE.IN,20000
ALB,SP.POP.AG17.MA.IN,21000
ALB,SP.POP.AG18.FE.IN,21000
ALB,SP.POP.AG18.MA.IN,22000
ALB,SP.POP.AG19.FE.IN,23000
ALB,SP.POP.AG19.MA.IN,24000
ALB,SP.POP.AG20.FE.IN,24000
ALB,SP.POP.AG20.MA.IN,25000
ALB,SP.POP.AG21.FE.IN,25000
ALB,SP.POP.AG21.MA.IN,26000
ALB,SP.POP.AG22.FE.IN,25000
ALB,SP.POP.AG22.MA.IN,26000
ALB,SP.POP.AG23.FE.IN,23000
ALB,SP.POP.AG23.MA.IN,25000
ALB,SP.POP.AG24.FE.IN,22000
ALB,SP.POP.AG24.MA.IN,25000
ALB,SP.POP.AG25.FE.IN,20000
ALB,SP.POP.AG25.MA.IN,25000
ALB,SP.POP.0004.FE,80000
ALB,SP.POP.0509.FE,78000
ALB,SP.POP.1014.FE,76000
ALB,SP.POP.1519.FE,97000
ALB,SP.POP.2024.FE,116000
ALB,SP.POP.2529.FE,92000
ALB,SP.POP.3034.FE,88000
ALB,SP.POP.3539.FE,102000
ALB,SP.POP.4044.FE,95000
ALB,SP.POP.4549.FE,95000
ALB,SP.POP.5054.FE,99000
ALB,SP.POP.5559.FE,105000
ALB,SP.POP.6064.FE,93000
ALB,SP.POP.6569.FE,68000
ALB,SP.POP.7074.FE,50000
ALB,SP.POP.7579.FE,45000
ALB,SP.POP.80UP.FE,49000
ALB,SP.POP.0004.MA,86000
ALB,SP.POP.0509.MA,84000
ALB,SP.POP.1014.MA,83000
ALB,SP.POP.1519.MA,103000
ALB,SP.POP.2024.MA,124000
ALB,SP.POP.2529.MA,117000
ALB,SP.POP.3034.MA,108000
ALB,SP.POP.3539.MA,96000
ALB,SP.POP.4044.MA,86000
ALB,SP.POP.4549.MA,86000
ALB,SP.POP.5054.MA,92000
ALB,SP.POP.5559.MA,102000
ALB,SP.POP.6064.MA,91000
ALB,SP.POP.6569.MA,67000
ALB,SP.POP.7074.MA,49000
ALB,SP.POP.7579.MA,40000
ALB,SP.POP.80UP.MA,37000
ALB,SP.POP.0004.MA.5Y,5.933705231
ALB,SP.POP.0014.TO.ZS,16.91976118
ALB,SP.POP.0014.FE.ZS,16.39889102
ALB,SP.POP.0014.MA.ZS,17.43230133
ALB,SP.POP.0014.TO,487000
ALB,SP.POP.0014.FE.IN,234000
ALB,SP.POP.0014.MA.IN,253000
ALB,SP.POP.0509.FE.5Y,5.483293188
ALB,SP.POP.0509.MA.5Y,5.807324033
ALB,SP.POP.1014.FE.5Y,5.306720469
ALB,SP.POP.1519.FE.5Y,6.827798708
ALB,SP.POP.1519.MA.5Y,7.133178912
ALB,SP.POP.1564.TO.ZS,69.03701571
ALB,SP.POP.1564.FE.IN,981000
ALB,SP.POP.1564.FE.ZS,68.78231391
ALB,SP.POP.1564.MA.IN,1005000
ALB,SP.POP.1564.MA.ZS,69.28747874
ALB,SP.POP.1564.TO,1986000
ALB,SP.POP.2024.FE.5Y,8.150550031
ALB,SP.POP.2024.MA.5Y,8.540519959
ALB,SP.POP.2529.FE.5Y,6.41927271
ALB,SP.POP.2529.MA.5Y,8.052818159
ALB,SP.POP.3034.FE.5Y,6.15767333
ALB,SP.POP.3034.MA.5Y,7.416996516
ALB,SP.POP.3539.FE.5Y,7.121857822
ALB,SP.POP.3539.MA.5Y,6.650000371
ALB,SP.POP.4044.FE.5Y,6.644363467
ALB,SP.POP.4044.MA.5Y,5.943156816
ALB,SP.POP.4549.FE.5Y,6.682244594
ALB,SP.POP.4549.MA.5Y,5.95969709
ALB,SP.POP.5054.FE.5Y,6.935471696
ALB,SP.POP.5054.MA.5Y,6.328106382
ALB,SP.POP.5559.FE.5Y,7.328625643
ALB,SP.POP.5559.MA.5Y,7.00092423
ALB,SP.POP.6064.FE.5Y,6.514455905
ALB,SP.POP.6064.MA.5Y,6.262080307
ALB,SP.POP.65UP.TO.ZS,14.04322311
ALB,SP.POP.65UP.FE.IN,211000
ALB,SP.POP.65UP.FE.ZS,14.81879508
ALB,SP.POP.65UP.MA.IN,193000
ALB,SP.POP.65UP.MA.ZS,13.28021992
ALB,SP.POP.65UP.TO,404000
ALB,SP.POP.6569.FE.5Y,4.797178131
ALB,SP.POP.6569.MA.5Y,4.589149715
ALB,SP.POP.7074.FE.5Y,3.473466055
ALB,SP.POP.7074.MA.5Y,3.357270598
ALB,SP.POP.7579.FE.5Y,3.122791125
ALB,SP.POP.7579.MA.5Y,2.752166607
ALB,SP.POP.80UP.FE.5Y,3.425359768
ALB,SP.POP.80UP.MA.5Y,2.581633004
ALB,SP.POP.1014.MA.5Y,5.691272069
ALB,SP.POP.GROW,..
ALB,SP.POP.TOTL.FE.IN,1427000
ALB,SP.POP.TOTL.FE.ZS,49.590886
ALB,SP.POP.TOTL.MA.IN,1450000
ALB,SP.POP.TOTL.MA.ZS,50.409114
ALB,SP.POP.TOTL,2877000
ALB,SH.DYN.0514,..
ALB,SP.POP.BRTH.MF,..
ALB,SP.POP.DPND,44.84983683
ALB,SP.POP.DPND.OL,20.34157879
ALB,SP.POP.DPND.YG,24.50825804
ALB,SP.DYN.CBRT.IN,..
ALB,SP.DYN.CDRT.IN,..
ALB,SP.DYN.TFRT.IN,..
ALB,SP.DYN.LE00.FE.IN,..
ALB,SP.DYN.LE00.MA.IN,..
ALB,SP.DYN.LE00.IN,..
ALB,SP.DYN.AMRT.FE,..
ALB,SP.DYN.AMRT.MA,..
ALB,SP.DYN.IMRT.IN,..
ALB,SP.DYN.IMRT.FE.IN,..
ALB,SP.DYN.IMRT.MA.IN,..
ALB,SH.DYN.NMRT,..
ALB,SH.DYN.MORT,..
ALB,SH.DYN.MORT.FE,..
ALB,SH.DYN.MORT.MA,..
ALB,SM.POP.NETM,..
ALB,SH.DTH.0514,..
ALB,SH.DTH.IMRT,..
ALB,SH.DTH.NMRT,..
ALB,SH.DTH.MORT,..
ALB,SP.POP.0004.FE.5Y,5.60887736
ALB,SP.RUR.TOTL,1116000
ALB,SP.RUR.TOTL.ZS,38.771
ALB,SP.RUR.TOTL.ZG,..
ALB,SP.URB.TOTL,1762000
ALB,SP.URB.TOTL.IN.ZS,61.229
ALB,SP.URB.GROW,..
DZA,SP.POP.AG00.FE.IN,391000
DZA,SP.POP.AG00.MA.IN,408000
DZA,SP.POP.AG01.FE.IN,424000
DZA,SP.POP.AG01.MA.IN,442000
DZA,SP.POP.AG02.FE.IN,447000
DZA,SP.POP.AG02.MA.IN,466000
DZA,SP.POP.AG03.FE.IN,462000
DZA,SP.POP.AG03.MA.IN,482000
DZA,SP.POP.AG04.FE.IN,469000
DZA,SP.POP.AG04.MA.IN,489000
DZA,SP.POP.AG05.FE.IN,467000
DZA,SP.POP.AG05.MA.IN,487000
DZA,SP.POP.AG06.FE.IN,460000
DZA,SP.POP.AG06.MA.IN,479000
DZA,SP.POP.AG07.FE.IN,448000
DZA,SP.POP.AG07.MA.IN,467000
DZA,SP.POP.AG08.FE.IN,434000
DZA,SP.POP.AG08.MA.IN,452000
DZA,SP.POP.AG09.FE.IN,416000
DZA,SP.POP.AG09.MA.IN,433000
DZA,SP.POP.AG10.FE.IN,397000
DZA,SP.POP.AG10.MA.IN,413000
DZA,SP.POP.AG11.FE.IN,376000
DZA,SP.POP.AG11.MA.IN,392000
DZA,SP.POP.AG12.FE.IN,355000
DZA,SP.POP.AG12.MA.IN,369000
DZA,SP.POP.AG13.FE.IN,334000
DZA,SP.POP.AG13.MA.IN,347000
DZA,SP.POP.AG14.FE.IN,313000
DZA,SP.POP.AG14.MA.IN,325000
DZA,SP.POP.AG15.FE.IN,291000
DZA,SP.POP.AG15.MA.IN,303000
DZA,SP.POP.AG16.FE.IN,277000
DZA,SP.POP.AG16.MA.IN,288000
DZA,SP.POP.AG17.FE.IN,273000
DZA,SP.POP.AG17.MA.IN,284000
DZA,SP.POP.AG18.FE.IN,276000
DZA,SP.POP.AG18.MA.IN,288000
DZA,SP.POP.AG19.FE.IN,279000
DZA,SP.POP.AG19.MA.IN,291000
DZA,SP.POP.AG20.FE.IN,284000
DZA,SP.POP.AG20.MA.IN,296000
DZA,SP.POP.AG21.FE.IN,291000
DZA,SP.POP.AG21.MA.IN,304000
DZA,SP.POP.AG22.FE.IN,302000
DZA,SP.POP.AG22.MA.IN,315000
DZA,SP.POP.AG23.FE.IN,316000
DZA,SP.POP.AG23.MA.IN,328000
DZA,SP.POP.AG24.FE.IN,330000
DZA,SP.POP.AG24.MA.IN,341000
DZA,SP.POP.AG25.FE.IN,345000
DZA,SP.POP.AG25.MA.IN,356000
DZA,SP.POP.0004.FE,2193000
DZA,SP.POP.0509.FE,2225000
DZA,SP.POP.1014.FE,1775000
DZA,SP.POP.1519.FE,1396000
DZA,SP.POP.2024.FE,1523000
DZA,SP.POP.2529.FE,1805000
DZA,SP.POP.3034.FE,1861000
DZA,SP.POP.3539.FE,1738000
DZA,SP.POP.4044.FE,1455000
DZA,SP.POP.4549.FE,1185000
DZA,SP.POP.5054.FE,1012000
DZA,SP.POP.5559.FE,844000
DZA,SP.POP.6064.FE,667000
DZA,SP.POP.6569.FE,534000
DZA,SP.POP.7074.FE,346000
DZA,SP.POP.7579.FE,267000
DZA,SP.POP.80UP.FE,299000
DZA,SP.POP.0004.MA,2287000
DZA,SP.POP.0509.MA,2318000
DZA,SP.POP.1014.MA,1846000
DZA,SP.POP.1519.MA,1454000
DZA,SP.POP.2024.MA,1584000
DZA,SP.POP.2529.MA,1851000
DZA,SP.POP.3034.MA,1886000
DZA,SP.POP.3539.MA,1755000
DZA,SP.POP.4044.MA,1461000
DZA,SP.POP.4549.MA,1178000
DZA,SP.POP.5054.MA,1005000
DZA,SP.POP.5559.MA,846000
DZA,SP.POP.6064.MA,691000
DZA,SP.POP.6569.MA,556000
DZA,SP.POP.7074.MA,336000
DZA,SP.POP.7579.MA,235000
DZA,SP.POP.80UP.MA,263000
DZA,SP.POP.0004.MA.5Y,10.60955504
DZA,SP.POP.0014.TO.ZS,29.62561135
DZA,SP.POP.0014.FE.ZS,29.31470756
DZA,SP.POP.0014.MA.ZS,29.93033597
DZA,SP.POP.0014.TO,12644000
DZA,SP.POP.0014.FE.IN,6193000
DZA,SP.POP.0014.MA.IN,6451000
DZA,SP.POP.0509.FE.5Y,10.53258603
DZA,SP.POP.0509.MA.5Y,10.75628307
DZA,SP.POP.1014.FE.5Y,8.400296333
DZA,SP.POP.1519.FE.5Y,6.609983029
DZA,SP.POP.1519.MA.5Y,6.745035124
DZA,SP.POP.1564.TO.ZS,63.73009801
DZA,SP.POP.1564.FE.IN,13487000
DZA,SP.POP.1564.FE.ZS,63.84304267
DZA,SP.POP.1564.MA.IN,13713000
DZA,SP.POP.1564.MA.ZS,63.61939792
DZA,SP.POP.1564.TO,27199000
DZA,SP.POP.2024.FE.5Y,7.210053563
DZA,SP.POP.2024.MA.5Y,7.350198906
DZA,SP.POP.2529.FE.5Y,8.546257133
DZA,SP.POP.2529.MA.5Y,8.58797824
DZA,SP.POP.3034.FE.5Y,8.808767873
DZA,SP.POP.3034.MA.5Y,8.751607868
DZA,SP.POP.3539.FE.5Y,8.226363737
DZA,SP.POP.3539.MA.5Y,8.143247488
DZA,SP.POP.4044.FE.5Y,6.888176721
DZA,SP.POP.4044.MA.5Y,6.779719836
DZA,SP.POP.4549.FE.5Y,5.611803161
DZA,SP.POP.4549.MA.5Y,5.465630425
DZA,SP.POP.5054.FE.5Y,4.790292002
DZA,SP.POP.5054.MA.5Y,4.66218014
DZA,SP.POP.5559.FE.5Y,3.993633091
DZA,SP.POP.5559.MA.5Y,3.926531137
DZA,SP.POP.6064.FE.5Y,3.157712362
DZA,SP.POP.6064.MA.5Y,3.207268758
DZA,SP.POP.65UP.TO.ZS,6.644290644
DZA,SP.POP.65UP.FE.IN,1445000
DZA,SP.POP.65UP.FE.ZS,6.842249767
DZA,SP.POP.65UP.MA.IN,1390000
DZA,SP.POP.65UP.MA.ZS,6.450266109
DZA,SP.POP.65UP.TO,2836000
DZA,SP.POP.6569.FE.5Y,2.528870027
DZA,SP.POP.6569.MA.5Y,2.579830859
DZA,SP.POP.7074.FE.5Y,1.635845935
DZA,SP.POP.7074.MA.5Y,1.560292408
DZA,SP.POP.7579.FE.5Y,1.263857495
DZA,SP.POP.7579.MA.5Y,1.089650191
DZA,SP.POP.80UP.FE.5Y,1.41367631
DZA,SP.POP.80UP.MA.5Y,1.220492652
DZA,SP.POP.1014.MA.5Y,8.564497859
DZA,SP.POP.GROW,..
DZA,SP.POP.TOTL.FE.IN,21125000
DZA,SP.POP.TOTL.FE.ZS,49.49704205
DZA,SP.POP.TOTL.MA.IN,21554000
DZA,SP.POP.TOTL.MA.ZS,50.50295795
DZA,SP.POP.TOTL,42679000
DZA,SH.DYN.0514,..
DZA,SP.POP.BRTH.MF,..
DZA,SP.POP.DPND,56.91173108
DZA,SP.POP.DPND.OL,10.42567147
DZA,SP.POP.DPND.YG,46.48605961
DZA,SP.DYN.CBRT.IN,..
DZA,SP.DYN.CDRT.IN,..
DZA,SP.DYN.TFRT.IN,..
DZA,SP.DYN.LE00.FE.IN,..
DZA,SP.DYN.LE00.MA.IN,..
DZA,SP.DYN.LE00.IN,..
DZA,SP.DYN.AMRT.FE,..
DZA,SP.DYN.AMRT.MA,..
DZA,SP.DYN.IMRT.IN,..
DZA,SP.DYN.IMRT.FE.IN,..
DZA,SP.DYN.IMRT.MA.IN,..
DZA,SH.DYN.NMRT,..
DZA,SH.DYN.MORT,..
DZA,SH.DYN.MORT.FE,..
DZA,SH.DYN.MORT.MA,..
DZA,SM.POP.NETM,..
DZA,SH.DTH.0514,..
DZA,SH.DTH.IMRT,..
DZA,SH.DTH.NMRT,..
DZA,SH.DTH.MORT,..
DZA,SP.POP.0004.FE.5Y,10.3818252
DZA,SP.RUR.TOTL,11443000
DZA,SP.RUR.TOTL.ZS,26.811
DZA,SP.RUR.TOTL.ZG,..
DZA,SP.URB.TOTL,31236000
DZA,SP.URB.TOTL.IN.ZS,73.189
DZA,SP.URB.GROW,..
ASM,SP.POP.AG00.FE.IN,..
ASM,SP.POP.AG00.MA.IN,..
ASM,SP.POP.AG01.FE.IN,..
ASM,SP.POP.AG01.MA.IN,..
ASM,SP.POP.AG02.FE.IN,..
ASM,SP.POP.AG02.MA.IN,..
ASM,SP.POP.AG03.FE.IN,..
ASM,SP.POP.AG03.MA.IN,..
ASM,SP.POP.AG04.FE.IN,..
ASM,SP.POP.AG04.MA.IN,..
ASM,SP.POP.AG05.FE.IN,..
ASM,SP.POP.AG05.MA.IN,..
ASM,SP.POP.AG06.FE.IN,..
ASM,SP.POP.AG06.MA.IN,..
ASM,SP.POP.AG07.FE.IN,..
ASM,SP.POP.AG07.MA.IN,..
ASM,SP.POP.AG08.FE.IN,..
ASM,SP.POP.AG08.MA.IN,..
ASM,SP.POP.AG09.FE.IN,..
ASM,SP.POP.AG09.MA.IN,..
ASM,SP.POP.AG10.FE.IN,..
ASM,SP.POP.AG10.MA.IN,..
ASM,SP.POP.AG11.FE.IN,..
ASM,SP.POP.AG11.MA.IN,..
ASM,SP.POP.AG12.FE.IN,..
ASM,SP.POP.AG12.MA.IN,..
ASM,SP.POP.AG13.FE.IN,..
ASM,SP.POP.AG13.MA.IN,..
ASM,SP.POP.AG14.FE.IN,..
ASM,SP.POP.AG14.MA.IN,..
ASM,SP.POP.AG15.FE.IN,..
ASM,SP.POP.AG15.MA.IN,..
ASM,SP.POP.AG16.FE.IN,..
ASM,SP.POP.AG16.MA.IN,..
ASM,SP.POP.AG17.FE.IN,..
ASM,SP.POP.AG17.MA.IN,..
ASM,SP.POP.AG18.FE.IN,..
ASM,SP.POP.AG18.MA.IN,..
ASM,SP.POP.AG19.FE.IN,..
ASM,SP.POP.AG19.MA.IN,..
ASM,SP.POP.AG20.FE.IN,..
ASM,SP.POP.AG20.MA.IN,..
ASM,SP.POP.AG21.FE.IN,..
ASM,SP.POP.AG21.MA.IN,..
ASM,SP.POP.AG22.FE.IN,..
ASM,SP.POP.AG22.MA.IN,..
ASM,SP.POP.AG23.FE.IN,..
ASM,SP.POP.AG23.MA.IN,..
ASM,SP.POP.AG24.FE.IN,..
ASM,SP.POP.AG24.MA.IN,..
ASM,SP.POP.AG25.FE.IN,..
ASM,SP.POP.AG25.MA.IN,..
ASM,SP.POP.0004.FE,..
ASM,SP.POP.0509.FE,..
ASM,SP.POP.1014.FE,..
ASM,SP.POP.1519.FE,..
ASM,SP.POP.2024.FE,..
ASM,SP.POP.2529.FE,..
ASM,SP.POP.3034.FE,..
ASM,SP.POP.3539.FE,..
ASM,SP.POP.4044.FE,..
ASM,SP.POP.4549.FE,..
ASM,SP.POP.5054.FE,..
ASM,SP.POP.5559.FE,..
ASM,SP.POP.6064.FE,..
ASM,SP.POP.6569.FE,..
ASM,SP.POP.7074.FE,..
ASM,SP.POP.7579.FE,..
ASM,SP.POP.80UP.FE,..
ASM,SP.POP.0004.MA,..
ASM,SP.POP.0509.MA,..
ASM,SP.POP.1014.MA,..
ASM,SP.POP.1519.MA,..
ASM,SP.POP.2024.MA,..
ASM,SP.POP.2529.MA,..
ASM,SP.POP.3034.MA,..
ASM,SP.POP.3539.MA,..
ASM,SP.POP.4044.MA,..
ASM,SP.POP.4549.MA,..
ASM,SP.POP.5054.MA,..
ASM,SP.POP.5559.MA,..
ASM,SP.POP.6064.MA,..
ASM,SP.POP.6569.MA,..
ASM,SP.POP.7074.MA,..
ASM,SP.POP.7579.MA,..
ASM,SP.POP.80UP.MA,..
ASM,SP.POP.0004.MA.5Y,..
ASM,SP.POP.0014.TO.ZS,..
ASM,SP.POP.0014.FE.ZS,..
ASM,SP.POP.0014.MA.ZS,..
ASM,SP.POP.0014.TO,..
ASM,SP.POP.0014.FE.IN,..
ASM,SP.POP.0014.MA.IN,..
ASM,SP.POP.0509.FE.5Y,..
ASM,SP.POP.0509.MA.5Y,..
ASM,SP.POP.1014.FE.5Y,..
ASM,SP.POP.1519.FE.5Y,..
ASM,SP.POP.1519.MA.5Y,..
ASM,SP.POP.1564.TO.ZS,..
ASM,SP.POP.1564.FE.IN,..
ASM,SP.POP.1564.FE.ZS,..
ASM,SP.POP.1564.MA.IN,..
ASM,SP.POP.1564.MA.ZS,..
