TimeOfDeath,TimeOfPregnancy,Parity,Unions,T_Union1Start,T_Union1End,T_Union2Start,T_Union2End
195.7246866108968,26.089214444643616,Parity.PREGNANT,2,23.39052542666061,28.689596057248835,30.458670234175077,33.36846569068362
8.012618675224024,,Parity.CHILDLESS,0,,,,
6.025624667499258,,Parity.CHILDLESS,0,,,,
162.7447206071266,24.73761886683083,Parity.PREGNANT,1,20.06394051596003,,,
14.573960853512494,,Parity.CHILDLESS,0,,,,
139.20464736487986,,Parity.CHILDLESS,2,27.121398541595944,34.24833124640163,39.59572856035278,47.13072437993432
93.05747992003388,,Parity.CHILDLESS,2,24.075684561386176,73.39461699087121,76.40070902686267,92.03731576129356
332.4286395754379,22.311874023228807,Parity.PREGNANT,2,21.525426832544024,30.102646273096763,76.86218192238705,99.16870935424193
81.6970418923187,24.32140000615116,Parity.PREGNANT,0,,,,
21.579406826881765,,Parity.CHILDLESS,0,,,,
156.37437476622122,24.8831882050534,Parity.PREGNANT,2,27.45418854001074,44.21631279820208,47.109013969145344,73.19467374535525
111.34945282009205,23.249981134250014,Parity.PREGNANT,0,,,,
21.819655900606467,,Parity.CHILDLESS,0,,,,
19.112041132519703,,Parity.CHILDLESS,0,,,,
65.1368818882626,,Parity.CHILDLESS,2,25.316911528479174,31.295885055870357,35.72904337975777,
12.459516510795021,,Parity.CHILDLESS,0,,,,
275.494068316776,26.289271817043815,Parity.PREGNANT,2,18.244933968444045,118.69659974907226,119.25805649854465,119.2845939101688
237.9909883827253,19.65548696731408,Parity.PREGNANT,1,21.592582102855204,,,
71.57763352315703,,Parity.CHILDLESS,1,30.323312345420213,,,
24.450457068994016,,Parity.CHILDLESS,0,,,,
15.564474523822536,,Parity.CHILDLESS,0,,,,
20.463039824453833,,Parity.CHILDLESS,1,20.0616887609653,,,
115.73983437857866,,Parity.CHILDLESS,1,29.43413313280554,,,
83.23387108740519,26.285767453705216,Parity.PREGNANT,1,23.480050986199544,68.42454009930688,,
17.92222213540186,,Parity.CHILDLESS,0,,,,
24.47135743715167,20.762061596503678,Parity.PREGNANT,1,20.436368879128985,,,
60.909400688423354,,Parity.CHILDLESS,1,25.721875591666716,,,
46.89834638863049,,Parity.CHILDLESS,1,24.899661921613397,,,
142.17492730398396,25.909034611914834,Parity.PREGNANT,1,24.605850332466886,,,
46.72445748934017,17.505960613590148,Parity.PREGNANT,0,,,,
290.4732147441137,20.22096768143782,Parity.PREGNANT,2,28.300984667325714,111.87859438136016,131.79466101012494,171.26027918712282
53.010003530774796,,Parity.CHILDLESS,2,20.42850170010924,48.269545221383595,50.84952003316704,
23.958991280544012,,Parity.CHILDLESS,1,22.193344588486905,,,
97.86412367957709,24.50598168900837,Parity.PREGNANT,1,20.726232003253706,,,
76.67243406732884,,Parity.CHILDLESS,1,20.6692036762244,65.123026633545,,
118.63198448202066,23.387036862670616,Parity.PREGNANT,1,23.057020431536984,,,
211.024311699383,,Parity.CHILDLESS,2,21.634011753573276,132.81300186155002,138.29530623551395,167.28003974253724
199.27531763960127,23.442779349560695,Parity.PREGNANT,2,24.852165091197858,92.18272259458492,130.67611238327754,184.73617543891913
276.0373228934627,,Parity.CHILDLESS,2,20.058113433300388,24.642753489667246,27.692235258438867,38.13847712423466
7.690734577157584,,Parity.CHILDLESS,0,,,,
232.3934461601088,,Parity.CHILDLESS,1,22.473420241635385,,,
207.55952218391892,22.997944280444734,Parity.PREGNANT,1,32.59062946492982,,,
2.7248269147475597,,Parity.CHILDLESS,0,,,,
8.089528300935479,,Parity.CHILDLESS,0,,,,
16.329881090726236,,Parity.CHILDLESS,0,,,,
20.91498508452289,,Parity.CHILDLESS,0,,,,
16.597606866476603,,Parity.CHILDLESS,0,,,,
163.64718230490976,,Parity.CHILDLESS,1,23.939104717266353,113.21616554898375,,
7.219404349505311,,Parity.CHILDLESS,0,,,,
19.687910086684166,,Parity.CHILDLESS,0,,,,
5.222909478896795,,Parity.CHILDLESS,0,,,,
148.07725154290108,23.772233255709043,Parity.PREGNANT,2,22.023674243194165,83.92668433605232,84.24585364994002,128.42118383026659
74.5274968674237,,Parity.CHILDLESS,1,18.67034515599408,,,
29.870025430896067,,Parity.CHILDLESS,0,,,,
136.3366346206815,23.9141512751823,Parity.PREGNANT,2,30.04321384772591,126.06642555382142,127.2174536020991,
233.39720871477044,22.572362507593162,Parity.PREGNANT,2,21.357529071530404,77.14654267884012,109.03488566413948,160.19759036945743
24.586729829338253,,Parity.CHILDLESS,0,,,,
132.18985505014658,18.294600726179702,Parity.PREGNANT,2,20.290589779305737,36.607471389637084,40.56522673002269,63.39859821796523
21.981531940626617,,Parity.CHILDLESS,0,,,,
95.16648239846275,22.97514515331082,Parity.PREGNANT,2,23.27840661125201,33.50331134984653,53.35466572268328,79.9457581989747
4.37789931056047,,Parity.CHILDLESS,0,,,,
61.110362737066616,24.95341012805649,Parity.PREGNANT,1,21.283790420690615,,,
158.67770250839777,25.36182756657737,Parity.PREGNANT,2,22.483237997021774,95.94224171236222,96.37101474537921,117.66272536117656
70.14573244186413,21.37176820235393,Parity.PREGNANT,1,21.041115003732664,,,
190.79123023703875,17.60058648664055,Parity.PREGNANT,2,28.484959774019217,140.54233109926744,142.35392846633346,158.68649457835886
200.72452304109976,18.86391150748813,Parity.PREGNANT,2,17.62315403241557,73.46350954490492,77.68357409800817,92.09036906930001
74.50611429746553,24.387219013613745,Parity.PREGNANT,1,22.452859694098173,,,
141.27708465242603,20.62292070571789,Parity.PREGNANT,0,,,,
142.7207695610614,26.24199647690467,Parity.PREGNANT,2,26.009717587190213,29.23005813312192,31.561342490249007,44.06174865030848
211.9007956895699,18.533891691937473,Parity.PREGNANT,2,17.646113920577125,195.52867825342827,196.5504526462401,
82.85431125581863,,Parity.CHILDLESS,2,23.04462171862122,64.25422764079488,64.62843492551168,
17.76324021566252,,Parity.CHILDLESS,0,,,,
112.58259920306992,,Parity.CHILDLESS,2,21.511583013519864,49.79041377542366,53.16726360446193,53.97405576714267
112.07424472743465,20.17615483644076,Parity.PREGNANT,2,18.712560441565422,82.67313513380088,90.07759029367408,
20.91270018799085,,Parity.CHILDLESS,1,20.44454317875086,,,
220.23402511562716,23.51665843215361,Parity.PREGNANT,1,20.934906507397375,,,
16.932010259647335,,Parity.CHILDLESS,0,,,,
53.342537985295024,20.36947340560641,Parity.PREGNANT,1,23.656100008115757,,,
323.71809426805,34.160591338556756,Parity.PREGNANT,2,35.341739443388484,83.56257561651725,85.44785025247728,123.55787478333153
176.56796830483208,20.361297385699288,Parity.PREGNANT,2,20.186782227817865,26.618725211329977,37.825363620062305,55.88038476573403
20.223068811436022,,Parity.CHILDLESS,0,,,,
187.69303107861916,19.763634749961653,Parity.PREGNANT,1,18.544122771137804,,,
134.47248033857838,20.02796347009386,Parity.PREGNANT,1,19.808305085961567,,,
28.28045072069629,,Parity.CHILDLESS,1,21.417371506776163,,,
25.422132002507258,,Parity.CHILDLESS,0,,,,
6.755062347199081,,Parity.CHILDLESS,0,,,,
